tag,liq_volume,diameter,ss_distance,pressure,des_temp,oper_temp,sk_height,leg_height,aspect_ratio,surface_area_proxy_log,volume_proxy_log,weight_kg_log
P2054,2.356194490192345,1.0,3.0,5000.0,230.0,215.0,2.5,,3.0,1.0986122886681098,1.0986122886681098,8.93313654381203
P2055,2.356194490192345,1.0,3.0,5000.0,230.0,215.0,3.5,,3.0,1.0986122886681098,1.0986122886681098,8.959183074206774
P2056,2.356194490192345,1.0,3.0,5000.0,350.0,335.0,1.5,,3.0,1.0986122886681098,1.0986122886681098,8.970432074329242
P2057,2.356194490192345,1.0,3.0,5000.0,350.0,335.0,2.5,,3.0,1.0986122886681098,1.0986122886681098,9.004422601327041
P2058,2.356194490192345,1.0,3.0,5000.0,350.0,335.0,3.5,,3.0,1.0986122886681098,1.0986122886681098,9.028698584086985
P2059,4.188790204786391,1.0,5.333333333333334,500.0,-10.0,-25.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.676246121270838
P2060,4.188790204786391,1.0,5.333333333333334,500.0,-10.0,-25.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.709795057617749
P2061,4.188790204786391,1.0,5.333333333333334,500.0,-10.0,-25.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.757154527656606
P2062,4.188790204786391,1.0,5.333333333333334,500.0,110.0,95.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.648396877031582
P2063,4.188790204786391,1.0,5.333333333333334,500.0,110.0,95.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.682877107057168
P2064,4.188790204786391,1.0,5.333333333333334,500.0,110.0,95.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.731497794063243
P2065,4.188790204786391,1.0,5.333333333333334,500.0,230.0,215.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.772145439245099
P2066,4.188790204786391,1.0,5.333333333333334,500.0,230.0,215.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.802672840312818
P2067,4.188790204786391,1.0,5.333333333333334,500.0,230.0,215.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.845921233304018
P2068,4.188790204786391,1.0,5.333333333333334,500.0,350.0,335.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.853379672927634
P2069,4.188790204786391,1.0,5.333333333333334,500.0,350.0,335.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.881558488638976
P2070,4.188790204786391,1.0,5.333333333333334,500.0,350.0,335.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.921591063563978
P2071,4.188790204786391,1.0,5.333333333333334,2000.0,-10.0,-25.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.733271845008325
P2072,4.188790204786391,1.0,5.333333333333334,2000.0,-10.0,-25.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.764990330169104
P2073,4.188790204786391,1.0,5.333333333333334,2000.0,-10.0,-25.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.809862805379057
P2074,4.188790204786391,1.0,5.333333333333334,2000.0,110.0,95.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.704336438489406
P2075,4.188790204786391,1.0,5.333333333333334,2000.0,110.0,95.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.736971085254146
P2076,4.188790204786391,1.0,5.333333333333334,2000.0,110.0,95.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.783089671796096
P2077,4.188790204786391,1.0,5.333333333333334,2000.0,230.0,215.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.894944460956886
P2078,4.188790204786391,1.0,5.333333333333334,2000.0,230.0,215.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.921991410536698
P2079,4.188790204786391,1.0,5.333333333333334,2000.0,230.0,215.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.960467760919949
P2080,4.188790204786391,1.0,5.333333333333334,2000.0,350.0,335.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.99850761180784
P2081,4.188790204786391,1.0,5.333333333333334,2000.0,350.0,335.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.022925868116218
P2082,4.188790204786391,1.0,5.333333333333334,2000.0,350.0,335.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.057771773331575
P2083,4.188790204786391,1.0,5.333333333333334,3500.0,-10.0,-25.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.896451207355227
P2084,4.188790204786391,1.0,5.333333333333334,3500.0,-10.0,-25.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.923457979694966
P2085,4.188790204786391,1.0,5.333333333333334,3500.0,-10.0,-25.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.961879012677683
P2086,4.188790204786391,1.0,5.333333333333334,3500.0,110.0,95.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.871926251117628
P2087,4.188790204786391,1.0,5.333333333333334,3500.0,110.0,95.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.89959435992585
P2088,4.188790204786391,1.0,5.333333333333334,3500.0,110.0,95.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.938925271988273
P2089,4.188790204786391,1.0,5.333333333333334,3500.0,230.0,215.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.97979449089521
P2090,4.188790204786391,1.0,5.333333333333334,3500.0,230.0,215.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.004668301573977
P2091,4.188790204786391,1.0,5.333333333333334,3500.0,230.0,215.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.040144994980068
P2092,4.188790204786391,1.0,5.333333333333334,3500.0,350.0,335.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.077722847361343
P2093,4.188790204786391,1.0,5.333333333333334,3500.0,350.0,335.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.100302266767246
P2094,4.188790204786391,1.0,5.333333333333334,3500.0,350.0,335.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.13259502335133
P2095,4.188790204786391,1.0,5.333333333333334,5000.0,-10.0,-25.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.93748122841604
P2096,4.188790204786391,1.0,5.333333333333334,5000.0,-10.0,-25.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.96341629199657
P2097,4.188790204786391,1.0,5.333333333333334,5000.0,-10.0,-25.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.000359807188254
P2098,4.188790204786391,1.0,5.333333333333334,5000.0,110.0,95.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.967504187316237
P2099,4.188790204786391,1.0,5.333333333333334,5000.0,110.0,95.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,8.992681750892542
P2100,4.188790204786391,1.0,5.333333333333334,5000.0,110.0,95.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.028578658440741
P2101,4.188790204786391,1.0,5.333333333333334,5000.0,230.0,215.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.099520536870939
P2102,4.188790204786391,1.0,5.333333333333334,5000.0,230.0,215.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.121618441915379
P2103,4.188790204786391,1.0,5.333333333333334,5000.0,230.0,215.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.143238568435446
P2104,4.188790204786391,1.0,5.333333333333334,5000.0,350.0,335.0,1.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.188299241099303
P2105,4.188790204786391,1.0,5.333333333333334,5000.0,350.0,335.0,2.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.208538750029554
P2106,4.188790204786391,1.0,5.333333333333334,5000.0,350.0,335.0,3.5,,5.333333333333334,1.6739764335716716,1.6739764335716716,9.228376734462282
P2107,6.021385919380437,1.0,7.666666666666667,500.0,-10.0,-25.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,8.922124823918258
P2108,6.021385919380437,1.0,7.666666666666667,500.0,-10.0,-25.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,8.948455992345542
P2109,6.021385919380437,1.0,7.666666666666667,500.0,-10.0,-25.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,8.974111581113318
P2110,6.021385919380437,1.0,7.666666666666667,500.0,110.0,95.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,8.90150275745161
P2111,6.021385919380437,1.0,7.666666666666667,500.0,110.0,95.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,8.928375259853631
P2112,6.021385919380437,1.0,7.666666666666667,500.0,110.0,95.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,8.954544488386723
P2113,6.021385919380437,1.0,7.666666666666667,500.0,230.0,215.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.090317329376452
P2114,6.021385919380437,1.0,7.666666666666667,500.0,230.0,215.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.112617283447568
P2115,6.021385919380437,1.0,7.666666666666667,500.0,230.0,215.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.134430777875833
P2116,6.021385919380437,1.0,7.666666666666667,500.0,350.0,335.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.166701914946353
P2117,6.021385919380437,1.0,7.666666666666667,500.0,350.0,335.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.187378760338836
P2118,6.021385919380437,1.0,7.666666666666667,500.0,350.0,335.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.207636720401869
P2119,6.021385919380437,1.0,7.666666666666667,2000.0,-10.0,-25.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.025816391627028
P2120,6.021385919380437,1.0,7.666666666666667,2000.0,-10.0,-25.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.049584593096789
P2121,6.021385919380437,1.0,7.666666666666667,2000.0,-10.0,-25.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.07280095795412
P2122,6.021385919380437,1.0,7.666666666666667,2000.0,110.0,95.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.006999447958153
P2123,6.021385919380437,1.0,7.666666666666667,2000.0,110.0,95.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.031213706078747
P2124,6.021385919380437,1.0,7.666666666666667,2000.0,110.0,95.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.054855469135788
P2125,6.021385919380437,1.0,7.666666666666667,2000.0,230.0,215.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.146548238888403
P2126,6.021385919380437,1.0,7.666666666666667,2000.0,230.0,215.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.167641617443067
P2127,6.021385919380437,1.0,7.666666666666667,2000.0,230.0,215.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.188299241099303
P2128,6.021385919380437,1.0,7.666666666666667,2000.0,350.0,335.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.270400128403846
P2129,6.021385919380437,1.0,7.666666666666667,2000.0,350.0,335.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.289059126687574
P2130,6.021385919380437,1.0,7.666666666666667,2000.0,350.0,335.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.307376334487778
P2131,6.021385919380437,1.0,7.666666666666667,3500.0,-10.0,-25.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.171391621837609
P2132,6.021385919380437,1.0,7.666666666666667,3500.0,-10.0,-25.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.191972714617998
P2133,6.021385919380437,1.0,7.666666666666667,3500.0,-10.0,-25.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.212138753917563
P2134,6.021385919380437,1.0,7.666666666666667,3500.0,110.0,95.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.153875834995056
P2135,6.021385919380437,1.0,7.666666666666667,3500.0,110.0,95.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.174816815907135
P2136,6.021385919380437,1.0,7.666666666666667,3500.0,110.0,95.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.19532825185568
P2137,6.021385919380437,1.0,7.666666666666667,3500.0,230.0,215.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.260177606823355
P2138,6.021385919380437,1.0,7.666666666666667,3500.0,230.0,215.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.27902652976463
P2139,6.021385919380437,1.0,7.666666666666667,3500.0,230.0,215.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.306650052113591
P2140,6.021385919380437,1.0,7.666666666666667,3500.0,350.0,335.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.380083146563278
P2141,6.021385919380437,1.0,7.666666666666667,3500.0,350.0,335.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.396819938918801
P2142,6.021385919380437,1.0,7.666666666666667,3500.0,350.0,335.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.421411342056123
P2143,6.021385919380437,1.0,7.666666666666667,5000.0,-10.0,-25.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.212737496575905
P2144,6.021385919380437,1.0,7.666666666666667,5000.0,-10.0,-25.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.232493176617316
P2145,6.021385919380437,1.0,7.666666666666667,5000.0,-10.0,-25.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.261413642160184
P2146,6.021385919380437,1.0,7.666666666666667,5000.0,110.0,95.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.278279354984376
P2147,6.021385919380437,1.0,7.666666666666667,5000.0,110.0,95.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.296793259706382
P2148,6.021385919380437,1.0,7.666666666666667,5000.0,110.0,95.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.323936878558722
P2149,6.021385919380437,1.0,7.666666666666667,5000.0,230.0,215.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.413934064045677
P2150,6.021385919380437,1.0,7.666666666666667,5000.0,230.0,215.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.438113191674054
P2151,6.021385919380437,1.0,7.666666666666667,5000.0,230.0,215.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.469468637009902
P2152,6.021385919380437,1.0,7.666666666666667,5000.0,350.0,335.0,1.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.505171826581176
P2153,6.021385919380437,1.0,7.666666666666667,5000.0,350.0,335.0,2.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.534523115464658
P2154,6.021385919380437,1.0,7.666666666666667,5000.0,350.0,335.0,3.5,,7.666666666666667,2.03688192726104,2.03688192726104,9.563037414545692
P2155,7.853981633974483,1.0,10.0,500.0,-10.0,-25.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.235325624670091
P2156,7.853981633974483,1.0,10.0,500.0,-10.0,-25.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.254644297532707
P2157,7.853981633974483,1.0,10.0,500.0,-10.0,-25.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.273596821611198
P2158,7.853981633974483,1.0,10.0,500.0,110.0,95.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.221082468508085
P2159,7.853981633974483,1.0,10.0,500.0,110.0,95.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.240675571772256
P2160,7.853981633974483,1.0,10.0,500.0,110.0,95.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.259892150805431
P2161,7.853981633974483,1.0,10.0,500.0,230.0,215.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.346966969508008
P2162,7.853981633974483,1.0,10.0,500.0,230.0,215.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.36426245424844
P2163,7.853981633974483,1.0,10.0,500.0,230.0,215.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.381263883817768
P2164,7.853981633974483,1.0,10.0,500.0,350.0,335.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.419952789006041
P2165,7.853981633974483,1.0,10.0,500.0,350.0,335.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.436040652072082
P2166,7.853981633974483,1.0,10.0,500.0,350.0,335.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.451873788401983
P2167,7.853981633974483,1.0,10.0,2000.0,-10.0,-25.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.282474969735382
P2168,7.853981633974483,1.0,10.0,2000.0,-10.0,-25.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.30091207016057
P2169,7.853981633974483,1.0,10.0,2000.0,-10.0,-25.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.319015388601839
P2170,7.853981633974483,1.0,10.0,2000.0,110.0,95.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.268043082104471
P2171,7.853981633974483,1.0,10.0,2000.0,110.0,95.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.286745703178589
P2172,7.853981633974483,1.0,10.0,2000.0,110.0,95.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.305104948420606
P2173,7.853981633974483,1.0,10.0,2000.0,230.0,215.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.426902311924838
P2174,7.853981633974483,1.0,10.0,2000.0,230.0,215.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.442879644930755
P2175,7.853981633974483,1.0,10.0,2000.0,230.0,215.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.458605712064172
P2176,7.853981633974483,1.0,10.0,2000.0,350.0,335.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.57456673206775
P2177,7.853981633974483,1.0,10.0,2000.0,350.0,335.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.588365764325566
P2178,7.853981633974483,1.0,10.0,2000.0,350.0,335.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.601976972147813
P2179,7.853981633974483,1.0,10.0,3500.0,-10.0,-25.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.443196602144186
P2180,7.853981633974483,1.0,10.0,3500.0,-10.0,-25.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.458917724547202
P2181,7.853981633974483,1.0,10.0,3500.0,-10.0,-25.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.474395513796807
P2182,7.853981633974483,1.0,10.0,3500.0,110.0,95.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.45634070543332
P2183,7.853981633974483,1.0,10.0,3500.0,110.0,95.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.471858124407284
P2184,7.853981633974483,1.0,10.0,3500.0,110.0,95.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.487138427825885
P2185,7.853981633974483,1.0,10.0,3500.0,230.0,215.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.555205857955418
P2186,7.853981633974483,1.0,10.0,3500.0,230.0,215.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.576232704964523
P2187,7.853981633974483,1.0,10.0,3500.0,230.0,215.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.590008925040337
P2188,7.853981633974483,1.0,10.0,3500.0,350.0,335.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.638675294175094
P2189,7.853981633974483,1.0,10.0,3500.0,350.0,335.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.658034484302057
P2190,7.853981633974483,1.0,10.0,3500.0,350.0,335.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.670735486942808
P2191,7.853981633974483,1.0,10.0,5000.0,-10.0,-25.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.474932921202932
P2192,7.853981633974483,1.0,10.0,5000.0,-10.0,-25.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.49016666846238
P2193,7.853981633974483,1.0,10.0,5000.0,-10.0,-25.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.51259080860336
P2194,7.853981633974483,1.0,10.0,5000.0,110.0,95.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.570529135214711
P2195,7.853981633974483,1.0,10.0,5000.0,110.0,95.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.591239526139097
P2196,7.853981633974483,1.0,10.0,5000.0,110.0,95.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.604811938609481
P2197,7.853981633974483,1.0,10.0,5000.0,230.0,215.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.70503661381229
P2198,7.853981633974483,1.0,10.0,5000.0,230.0,215.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.723163998404846
P2199,7.853981633974483,1.0,10.0,5000.0,230.0,215.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.740968623038354
P2200,7.853981633974483,1.0,10.0,5000.0,350.0,335.0,1.5,,10.0,2.302585092994046,2.302585092994046,9.794397869948424
P2201,7.853981633974483,1.0,10.0,5000.0,350.0,335.0,2.5,,10.0,2.302585092994046,2.302585092994046,9.816457993563025
P2202,7.853981633974483,1.0,10.0,5000.0,350.0,335.0,3.5,,10.0,2.302585092994046,2.302585092994046,9.838041953461058
P2203,5.301437602932776,1.5,3.0,500.0,-10.0,-25.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,8.837390855544697
P2204,5.301437602932776,1.5,3.0,500.0,-10.0,-25.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,8.880029117468442
P2205,5.301437602932776,1.5,3.0,500.0,-10.0,-25.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,8.920923462230686
P2206,5.301437602932776,1.5,3.0,500.0,110.0,95.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,8.817890200945513
P2207,5.301437602932776,1.5,3.0,500.0,110.0,95.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,8.861350110795998
P2208,5.301437602932776,1.5,3.0,500.0,110.0,95.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,8.902999661861218
P2209,5.301437602932776,1.5,3.0,500.0,230.0,215.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,8.954931860074698
P2210,5.301437602932776,1.5,3.0,500.0,230.0,215.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,8.992930352509733
P2211,5.301437602932776,1.5,3.0,500.0,230.0,215.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.029537661151497
P2212,5.301437602932776,1.5,3.0,500.0,350.0,335.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.028698584086985
P2213,5.301437602932776,1.5,3.0,500.0,350.0,335.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.064042114358884
P2214,5.301437602932776,1.5,3.0,500.0,350.0,335.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.098179005087852
P2215,5.301437602932776,1.5,3.0,2000.0,-10.0,-25.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.010669176847115
P2216,5.301437602932776,1.5,3.0,2000.0,-10.0,-25.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.046644279305394
P2217,5.301437602932776,1.5,3.0,2000.0,-10.0,-25.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.09268232850795
P2218,5.301437602932776,1.5,3.0,2000.0,110.0,95.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,8.99230873254815
P2219,5.301437602932776,1.5,3.0,2000.0,110.0,95.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.028938392241612
P2220,5.301437602932776,1.5,3.0,2000.0,110.0,95.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.075779878580487
P2221,5.301437602932776,1.5,3.0,2000.0,230.0,215.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.089302043599126
P2222,5.301437602932776,1.5,3.0,2000.0,230.0,215.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.122601457668177
P2223,5.301437602932776,1.5,3.0,2000.0,230.0,215.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.165343006045447
P2224,5.301437602932776,1.5,3.0,2000.0,350.0,335.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.226804098006848
P2225,5.301437602932776,1.5,3.0,2000.0,350.0,335.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.255887186932153
P2226,5.301437602932776,1.5,3.0,2000.0,350.0,335.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.284148299120902
P2227,5.301437602932776,1.5,3.0,3500.0,-10.0,-25.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.136693831807884
P2228,5.301437602932776,1.5,3.0,3500.0,-10.0,-25.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.168476167877484
P2229,5.301437602932776,1.5,3.0,3500.0,-10.0,-25.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.199279424616758
P2230,5.301437602932776,1.5,3.0,3500.0,110.0,95.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.12052506765382
P2231,5.301437602932776,1.5,3.0,3500.0,110.0,95.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.152817185732516
P2232,5.301437602932776,1.5,3.0,3500.0,110.0,95.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.184099060770956
P2233,5.301437602932776,1.5,3.0,3500.0,230.0,215.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.206332350578643
P2234,5.301437602932776,1.5,3.0,3500.0,230.0,215.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.23600811872476
P2235,5.301437602932776,1.5,3.0,3500.0,230.0,215.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.264828557260252
P2236,5.301437602932776,1.5,3.0,3500.0,350.0,335.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.351839934249883
P2237,5.301437602932776,1.5,3.0,3500.0,350.0,335.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.377548290960089
P2238,5.301437602932776,1.5,3.0,3500.0,350.0,335.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.402612259623305
P2239,5.301437602932776,1.5,3.0,5000.0,-10.0,-25.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.258177701390343
P2240,5.301437602932776,1.5,3.0,5000.0,-10.0,-25.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.28637505825218
P2241,5.301437602932776,1.5,3.0,5000.0,-10.0,-25.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.313799080344413
P2242,5.301437602932776,1.5,3.0,5000.0,110.0,95.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.32259705432185
P2243,5.301437602932776,1.5,3.0,5000.0,110.0,95.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.349058291288005
P2244,5.301437602932776,1.5,3.0,5000.0,110.0,95.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.374837343857585
P2245,5.301437602932776,1.5,3.0,5000.0,230.0,215.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.40153907670774
P2246,5.301437602932776,1.5,3.0,5000.0,230.0,215.0,2.5,,2.0,1.5040773967762742,1.9095425048844386,9.426016108442871
P2247,5.301437602932776,1.5,3.0,5000.0,230.0,215.0,3.5,,2.0,1.5040773967762742,1.9095425048844386,9.449908301704534
P2248,5.301437602932776,1.5,3.0,5000.0,350.0,335.0,1.5,,2.0,1.5040773967762742,1.9095425048844386,9.530029703062944
