tag,length_ft,width_in,flow_tph,belt_surface_area,weight_kg
P2369,100.0,1211.111111111111,398.8888888888889,121111.11111111111,7484.0
P2370,100.0,1211.111111111111,430.0,121111.11111111111,8029.0
P2371,100.0,1233.333333333333,150.0,123333.3333333333,7620.0
P2372,100.0,1233.333333333333,181.1111111111111,123333.3333333333,7620.0
P2373,100.0,1233.333333333333,212.2222222222222,123333.3333333333,7620.0
P2374,100.0,1233.333333333333,243.3333333333333,123333.3333333333,7620.0
P2375,100.0,1233.333333333333,274.4444444444445,123333.3333333333,7620.0
P2376,100.0,1233.333333333333,305.5555555555555,123333.3333333333,7620.0
P2377,100.0,1233.333333333333,336.6666666666666,123333.3333333333,7620.0
P2378,100.0,1233.333333333333,367.7777777777778,123333.3333333333,7620.0
P2379,100.0,1233.333333333333,398.8888888888889,123333.3333333333,8210.0
P2380,100.0,1233.333333333333,430.0,123333.3333333333,8210.0
P2381,100.0,1255.555555555556,150.0,125555.5555555556,7711.0
P2382,100.0,1255.555555555556,181.1111111111111,125555.5555555556,7711.0
P2383,100.0,1255.555555555556,212.2222222222222,125555.5555555556,7711.0
P2384,100.0,1255.555555555556,243.3333333333333,125555.5555555556,7711.0
P2385,100.0,1255.555555555556,274.4444444444445,125555.5555555556,7711.0
P2386,100.0,1255.555555555556,305.5555555555555,125555.5555555556,7711.0
P2387,100.0,1255.555555555556,336.6666666666666,125555.5555555556,7711.0
P2388,100.0,1255.555555555556,367.7777777777778,125555.5555555556,7711.0
P2389,100.0,1255.555555555556,398.8888888888889,125555.5555555556,8346.0
P2390,100.0,1255.555555555556,430.0,125555.5555555556,8346.0
P2391,100.0,1277.777777777778,150.0,127777.77777777781,7802.0
P2392,100.0,1277.777777777778,181.1111111111111,127777.77777777781,7802.0
P2393,100.0,1277.777777777778,212.2222222222222,127777.77777777781,7802.0
P2394,100.0,1277.777777777778,243.3333333333333,127777.77777777781,7802.0
P2395,100.0,1277.777777777778,274.4444444444445,127777.77777777781,7802.0
P2396,100.0,1277.777777777778,305.5555555555555,127777.77777777781,7802.0
P2397,100.0,1277.777777777778,336.6666666666666,127777.77777777781,7802.0
P2398,100.0,1277.777777777778,367.7777777777778,127777.77777777781,7802.0
P2399,100.0,1277.777777777778,398.8888888888889,127777.77777777781,8437.0
P2400,100.0,1277.777777777778,430.0,127777.77777777781,8437.0
P2401,100.0,1300.0,150.0,130000.0,7892.0
P2402,100.0,1300.0,181.1111111111111,130000.0,7892.0
P2403,100.0,1300.0,212.2222222222222,130000.0,7892.0
P2404,100.0,1300.0,243.3333333333333,130000.0,7892.0
P2405,100.0,1300.0,274.4444444444445,130000.0,7892.0
P2406,100.0,1300.0,305.5555555555555,130000.0,7892.0
P2407,100.0,1300.0,336.6666666666666,130000.0,7892.0
P2408,100.0,1300.0,367.7777777777778,130000.0,8527.0
P2409,100.0,1300.0,398.8888888888889,130000.0,8527.0
P2410,100.0,1300.0,430.0,130000.0,8527.0
P2411,116.6666666666667,1100.0,150.0,128333.33333333337,7892.0
P2412,116.6666666666667,1100.0,181.1111111111111,128333.33333333337,7892.0
P2413,116.6666666666667,1100.0,212.2222222222222,128333.33333333337,7892.0
P2414,116.6666666666667,1100.0,243.3333333333333,128333.33333333337,7892.0
P2415,116.6666666666667,1100.0,274.4444444444445,128333.33333333337,7892.0
P2416,116.6666666666667,1100.0,305.5555555555555,128333.33333333337,7892.0
P2417,116.6666666666667,1100.0,336.6666666666666,128333.33333333337,7892.0
P2418,116.6666666666667,1100.0,367.7777777777778,128333.33333333337,8437.0
P2419,116.6666666666667,1100.0,398.8888888888889,128333.33333333337,8437.0
P2420,116.6666666666667,1100.0,430.0,128333.33333333337,8437.0
P2421,116.6666666666667,1122.222222222222,150.0,130925.92592592593,7983.0
P2422,116.6666666666667,1122.222222222222,181.1111111111111,130925.92592592593,7983.0
P2423,116.6666666666667,1122.222222222222,212.2222222222222,130925.92592592593,7983.0
P2424,116.6666666666667,1122.222222222222,243.3333333333333,130925.92592592593,7983.0
P2425,116.6666666666667,1122.222222222222,274.4444444444445,130925.92592592593,7983.0
P2426,116.6666666666667,1122.222222222222,305.5555555555555,130925.92592592593,7983.0
P2427,116.6666666666667,1122.222222222222,336.6666666666666,130925.92592592593,7983.0
P2428,116.6666666666667,1122.222222222222,367.7777777777778,130925.92592592593,8527.0
P2429,116.6666666666667,1122.222222222222,398.8888888888889,130925.92592592593,8527.0
P2430,116.6666666666667,1122.222222222222,430.0,130925.92592592593,8527.0
P2431,116.6666666666667,1144.444444444444,150.0,133518.51851851848,8119.0
P2432,116.6666666666667,1144.444444444444,181.1111111111111,133518.51851851848,8119.0
P2433,116.6666666666667,1144.444444444444,212.2222222222222,133518.51851851848,8119.0
P2434,116.6666666666667,1144.444444444444,243.3333333333333,133518.51851851848,8119.0
P2435,116.6666666666667,1144.444444444444,274.4444444444445,133518.51851851848,8119.0
P2436,116.6666666666667,1144.444444444444,305.5555555555555,133518.51851851848,8119.0
P2437,116.6666666666667,1144.444444444444,336.6666666666666,133518.51851851848,8618.0
P2438,116.6666666666667,1144.444444444444,367.7777777777778,133518.51851851848,8618.0
P2439,116.6666666666667,1144.444444444444,398.8888888888889,133518.51851851848,8618.0
P2440,116.6666666666667,1144.444444444444,430.0,133518.51851851848,8618.0
P2441,116.6666666666667,1166.666666666667,150.0,136111.11111111118,8210.0
P2442,116.6666666666667,1166.666666666667,181.1111111111111,136111.11111111118,8210.0
P2443,116.6666666666667,1166.666666666667,212.2222222222222,136111.11111111118,8210.0
P2444,116.6666666666667,1166.666666666667,243.3333333333333,136111.11111111118,8210.0
P2445,116.6666666666667,1166.666666666667,274.4444444444445,136111.11111111118,8210.0
P2446,116.6666666666667,1166.666666666667,305.5555555555555,136111.11111111118,8210.0
P2447,116.6666666666667,1166.666666666667,336.6666666666666,136111.11111111118,8754.0
P2448,116.6666666666667,1166.666666666667,367.7777777777778,136111.11111111118,8754.0
P2449,116.6666666666667,1166.666666666667,398.8888888888889,136111.11111111118,8754.0
P2450,116.6666666666667,1166.666666666667,430.0,136111.11111111118,8754.0
P2451,116.6666666666667,1188.888888888889,150.0,138703.70370370374,8301.0
P2452,116.6666666666667,1188.888888888889,181.1111111111111,138703.70370370374,8301.0
P2453,116.6666666666667,1188.888888888889,212.2222222222222,138703.70370370374,8301.0
P2454,116.6666666666667,1188.888888888889,243.3333333333333,138703.70370370374,8301.0
P2455,116.6666666666667,1188.888888888889,274.4444444444445,138703.70370370374,8301.0
P2456,116.6666666666667,1188.888888888889,305.5555555555555,138703.70370370374,8845.0
P2457,116.6666666666667,1188.888888888889,336.6666666666666,138703.70370370374,8845.0
P2458,116.6666666666667,1188.888888888889,367.7777777777778,138703.70370370374,8845.0
P2459,116.6666666666667,1188.888888888889,398.8888888888889,138703.70370370374,8845.0
P2460,116.6666666666667,1188.888888888889,430.0,138703.70370370374,8845.0
P2461,116.6666666666667,1211.111111111111,150.0,141296.29629629632,8391.0
P2462,116.6666666666667,1211.111111111111,181.1111111111111,141296.29629629632,8391.0
P2463,116.6666666666667,1211.111111111111,212.2222222222222,141296.29629629632,8391.0
P2464,116.6666666666667,1211.111111111111,243.3333333333333,141296.29629629632,8391.0
P2465,116.6666666666667,1211.111111111111,274.4444444444445,141296.29629629632,8391.0
P2466,116.6666666666667,1211.111111111111,305.5555555555555,141296.29629629632,8936.0
P2467,116.6666666666667,1211.111111111111,336.6666666666666,141296.29629629632,8936.0
P2468,116.6666666666667,1211.111111111111,367.7777777777778,141296.29629629632,8936.0
P2469,116.6666666666667,1211.111111111111,398.8888888888889,141296.29629629632,8936.0
P2470,116.6666666666667,1211.111111111111,430.0,141296.29629629632,8936.0
P2471,116.6666666666667,1233.333333333333,150.0,143888.8888888889,8482.0
P2472,116.6666666666667,1233.333333333333,181.1111111111111,143888.8888888889,8482.0
P2473,116.6666666666667,1233.333333333333,212.2222222222222,143888.8888888889,8482.0
P2474,116.6666666666667,1233.333333333333,243.3333333333333,143888.8888888889,8482.0
P2475,116.6666666666667,1233.333333333333,274.4444444444445,143888.8888888889,8482.0
P2476,116.6666666666667,1233.333333333333,305.5555555555555,143888.8888888889,9117.0
P2477,116.6666666666667,1233.333333333333,336.6666666666666,143888.8888888889,9117.0
P2478,116.6666666666667,1233.333333333333,367.7777777777778,143888.8888888889,9117.0
P2479,116.6666666666667,1233.333333333333,398.8888888888889,143888.8888888889,9117.0
P2480,116.6666666666667,1233.333333333333,430.0,143888.8888888889,9117.0
P2481,116.6666666666667,1255.555555555556,150.0,146481.48148148158,8618.0
P2482,116.6666666666667,1255.555555555556,181.1111111111111,146481.48148148158,8618.0
P2483,116.6666666666667,1255.555555555556,212.2222222222222,146481.48148148158,8618.0
P2484,116.6666666666667,1255.555555555556,243.3333333333333,146481.48148148158,8618.0
P2485,116.6666666666667,1255.555555555556,274.4444444444445,146481.48148148158,9253.0
P2486,116.6666666666667,1255.555555555556,305.5555555555555,146481.48148148158,9253.0
P2487,116.6666666666667,1255.555555555556,336.6666666666666,146481.48148148158,9253.0
P2488,116.6666666666667,1255.555555555556,367.7777777777778,146481.48148148158,9253.0
P2489,116.6666666666667,1255.555555555556,398.8888888888889,146481.48148148158,9253.0
P2490,116.6666666666667,1255.555555555556,430.0,146481.48148148158,9253.0
P2491,116.6666666666667,1277.777777777778,150.0,149074.07407407416,8709.0
P2492,116.6666666666667,1277.777777777778,181.1111111111111,149074.07407407416,8709.0
P2493,116.6666666666667,1277.777777777778,212.2222222222222,149074.07407407416,8709.0
P2494,116.6666666666667,1277.777777777778,243.3333333333333,149074.07407407416,8709.0
P2495,116.6666666666667,1277.777777777778,274.4444444444445,149074.07407407416,9344.0
P2496,116.6666666666667,1277.777777777778,305.5555555555555,149074.07407407416,9344.0
P2497,116.6666666666667,1277.777777777778,336.6666666666666,149074.07407407416,9344.0
P2498,116.6666666666667,1277.777777777778,367.7777777777778,149074.07407407416,9344.0
P2499,116.6666666666667,1277.777777777778,398.8888888888889,149074.07407407416,9344.0
P2500,116.6666666666667,1277.777777777778,430.0,149074.07407407416,9344.0
P2501,116.6666666666667,1300.0,150.0,151666.66666666672,8800.0
P2502,116.6666666666667,1300.0,181.1111111111111,151666.66666666672,8800.0
P2503,116.6666666666667,1300.0,212.2222222222222,151666.66666666672,8800.0
P2504,116.6666666666667,1300.0,243.3333333333333,151666.66666666672,9435.0
P2505,116.6666666666667,1300.0,274.4444444444445,151666.66666666672,9435.0
P2506,116.6666666666667,1300.0,305.5555555555555,151666.66666666672,9435.0
P2507,116.6666666666667,1300.0,336.6666666666666,151666.66666666672,9435.0
P2508,116.6666666666667,1300.0,367.7777777777778,151666.66666666672,9435.0
P2509,116.6666666666667,1300.0,398.8888888888889,151666.66666666672,9435.0
P2510,116.6666666666667,1300.0,430.0,151666.66666666672,9435.0
P2511,133.3333333333333,1100.0,150.0,146666.66666666663,8709.0
P2512,133.3333333333333,1100.0,181.1111111111111,146666.66666666663,8709.0
P2513,133.3333333333333,1100.0,212.2222222222222,146666.66666666663,8709.0
P2514,133.3333333333333,1100.0,243.3333333333333,146666.66666666663,8709.0
P2515,133.3333333333333,1100.0,274.4444444444445,146666.66666666663,9344.0
P2516,133.3333333333333,1100.0,305.5555555555555,146666.66666666663,9344.0
P2517,133.3333333333333,1100.0,336.6666666666666,146666.66666666663,9344.0
P2518,133.3333333333333,1100.0,367.7777777777778,146666.66666666663,9344.0
P2519,133.3333333333333,1100.0,398.8888888888889,146666.66666666663,9344.0
P2520,133.3333333333333,1100.0,430.0,146666.66666666663,9344.0
P2521,133.3333333333333,1122.222222222222,150.0,149629.62962962955,8890.0
P2522,133.3333333333333,1122.222222222222,181.1111111111111,149629.62962962955,8890.0
P2523,133.3333333333333,1122.222222222222,212.2222222222222,149629.62962962955,8890.0
P2524,133.3333333333333,1122.222222222222,243.3333333333333,149629.62962962955,8890.0
P2525,133.3333333333333,1122.222222222222,274.4444444444445,149629.62962962955,9435.0
P2526,133.3333333333333,1122.222222222222,305.5555555555555,149629.62962962955,9435.0
P2527,133.3333333333333,1122.222222222222,336.6666666666666,149629.62962962955,9435.0
P2528,133.3333333333333,1122.222222222222,367.7777777777778,149629.62962962955,9435.0
P2529,133.3333333333333,1122.222222222222,398.8888888888889,149629.62962962955,9435.0
P2530,133.3333333333333,1122.222222222222,430.0,149629.62962962955,9435.0
P2531,133.3333333333333,1144.444444444444,150.0,152592.59259259247,8981.0
P2532,133.3333333333333,1144.444444444444,181.1111111111111,152592.59259259247,8981.0
P2533,133.3333333333333,1144.444444444444,212.2222222222222,152592.59259259247,8981.0
P2534,133.3333333333333,1144.444444444444,243.3333333333333,152592.59259259247,8981.0
P2535,133.3333333333333,1144.444444444444,274.4444444444445,152592.59259259247,9525.0
P2536,133.3333333333333,1144.444444444444,305.5555555555555,152592.59259259247,9525.0
P2537,133.3333333333333,1144.444444444444,336.6666666666666,152592.59259259247,9525.0
P2538,133.3333333333333,1144.444444444444,367.7777777777778,152592.59259259247,9525.0
P2539,133.3333333333333,1144.444444444444,398.8888888888889,152592.59259259247,9525.0
P2540,133.3333333333333,1144.444444444444,430.0,152592.59259259247,9525.0
P2541,133.3333333333333,1166.666666666667,150.0,155555.55555555553,9117.0
P2542,133.3333333333333,1166.666666666667,181.1111111111111,155555.55555555553,9117.0
P2543,133.3333333333333,1166.666666666667,212.2222222222222,155555.55555555553,9117.0
P2544,133.3333333333333,1166.666666666667,243.3333333333333,155555.55555555553,9616.0
P2545,133.3333333333333,1166.666666666667,274.4444444444445,155555.55555555553,9616.0
P2546,133.3333333333333,1166.666666666667,305.5555555555555,155555.55555555553,9616.0
P2547,133.3333333333333,1166.666666666667,336.6666666666666,155555.55555555553,9616.0
P2548,133.3333333333333,1166.666666666667,367.7777777777778,155555.55555555553,9616.0
P2549,133.3333333333333,1166.666666666667,398.8888888888889,155555.55555555553,9616.0
P2550,133.3333333333333,1166.666666666667,430.0,155555.55555555553,9616.0
P2551,133.3333333333333,1188.888888888889,150.0,158518.51851851845,9208.0
P2552,133.3333333333333,1188.888888888889,181.1111111111111,158518.51851851845,9208.0
P2553,133.3333333333333,1188.888888888889,212.2222222222222,158518.51851851845,9208.0
P2554,133.3333333333333,1188.888888888889,243.3333333333333,158518.51851851845,9843.0
P2555,133.3333333333333,1188.888888888889,274.4444444444445,158518.51851851845,9843.0
P2556,133.3333333333333,1188.888888888889,305.5555555555555,158518.51851851845,9843.0
P2557,133.3333333333333,1188.888888888889,336.6666666666666,158518.51851851845,9843.0
P2558,133.3333333333333,1188.888888888889,367.7777777777778,158518.51851851845,9843.0
P2559,133.3333333333333,1188.888888888889,398.8888888888889,158518.51851851845,9843.0
P2560,133.3333333333333,1188.888888888889,430.0,158518.51851851845,9843.0
P2561,133.3333333333333,1211.111111111111,150.0,161481.48148148143,9299.0
P2562,133.3333333333333,1211.111111111111,181.1111111111111,161481.48148148143,9299.0
P2563,133.3333333333333,1211.111111111111,212.2222222222222,161481.48148148143,9934.0
P2564,133.3333333333333,1211.111111111111,243.3333333333333,161481.48148148143,9934.0
P2565,133.3333333333333,1211.111111111111,274.4444444444445,161481.48148148143,9934.0
P2566,133.3333333333333,1211.111111111111,305.5555555555555,161481.48148148143,9934.0
P2567,133.3333333333333,1211.111111111111,336.6666666666666,161481.48148148143,9934.0
P2568,133.3333333333333,1211.111111111111,367.7777777777778,161481.48148148143,9934.0
P2569,133.3333333333333,1211.111111111111,398.8888888888889,161481.48148148143,9934.0
P2570,133.3333333333333,1211.111111111111,430.0,161481.48148148143,9934.0
P2571,133.3333333333333,1233.333333333333,150.0,164444.44444444435,9480.0
P2572,133.3333333333333,1233.333333333333,181.1111111111111,164444.44444444435,9480.0
P2573,133.3333333333333,1233.333333333333,212.2222222222222,164444.44444444435,10115.0
P2574,133.3333333333333,1233.333333333333,243.3333333333333,164444.44444444435,10115.0
P2575,133.3333333333333,1233.333333333333,274.4444444444445,164444.44444444435,10115.0
P2576,133.3333333333333,1233.333333333333,305.5555555555555,164444.44444444435,10115.0
P2577,133.3333333333333,1233.333333333333,336.6666666666666,164444.44444444435,10115.0
P2578,133.3333333333333,1233.333333333333,367.7777777777778,164444.44444444435,10115.0
P2579,133.3333333333333,1233.333333333333,398.8888888888889,164444.44444444435,10115.0
P2580,133.3333333333333,1233.333333333333,430.0,164444.44444444435,10115.0
P2581,133.3333333333333,1255.555555555556,150.0,167407.40740740742,9616.0
P2582,133.3333333333333,1255.555555555556,181.1111111111111,167407.40740740742,9616.0
P2583,133.3333333333333,1255.555555555556,212.2222222222222,167407.40740740742,10251.0
P2584,133.3333333333333,1255.555555555556,243.3333333333333,167407.40740740742,10251.0
P2585,133.3333333333333,1255.555555555556,274.4444444444445,167407.40740740742,10251.0
P2586,133.3333333333333,1255.555555555556,305.5555555555555,167407.40740740742,10251.0
P2587,133.3333333333333,1255.555555555556,336.6666666666666,167407.40740740742,10251.0
P2588,133.3333333333333,1255.555555555556,367.7777777777778,167407.40740740742,10251.0
P2589,133.3333333333333,1255.555555555556,398.8888888888889,167407.40740740742,10251.0
P2590,133.3333333333333,1255.555555555556,430.0,167407.40740740742,10251.0
P2591,133.3333333333333,1277.777777777778,150.0,170370.37037037034,9707.0
P2592,133.3333333333333,1277.777777777778,181.1111111111111,170370.37037037034,10342.0
P2593,133.3333333333333,1277.777777777778,212.2222222222222,170370.37037037034,10342.0
P2594,133.3333333333333,1277.777777777778,243.3333333333333,170370.37037037034,10342.0
P2595,133.3333333333333,1277.777777777778,274.4444444444445,170370.37037037034,10342.0
P2596,133.3333333333333,1277.777777777778,305.5555555555555,170370.37037037034,10342.0
P2597,133.3333333333333,1277.777777777778,336.6666666666666,170370.37037037034,10342.0
P2598,133.3333333333333,1277.777777777778,367.7777777777778,170370.37037037034,10342.0
P2599,133.3333333333333,1277.777777777778,398.8888888888889,170370.37037037034,10342.0
P2600,133.3333333333333,1277.777777777778,430.0,170370.37037037034,10569.0
P2601,133.3333333333333,1300.0,150.0,173333.33333333328,9888.0
P2602,133.3333333333333,1300.0,181.1111111111111,173333.33333333328,10433.0
P2603,133.3333333333333,1300.0,212.2222222222222,173333.33333333328,10433.0
P2604,133.3333333333333,1300.0,243.3333333333333,173333.33333333328,10433.0
P2605,133.3333333333333,1300.0,274.4444444444445,173333.33333333328,10433.0
P2606,133.3333333333333,1300.0,305.5555555555555,173333.33333333328,10433.0
P2607,133.3333333333333,1300.0,336.6666666666666,173333.33333333328,10433.0
P2608,133.3333333333333,1300.0,367.7777777777778,173333.33333333328,10433.0
P2609,133.3333333333333,1300.0,398.8888888888889,173333.33333333328,10433.0
P2610,133.3333333333333,1300.0,430.0,173333.33333333328,10659.0
P2611,150.0,1100.0,150.0,165000.0,9480.0
P2612,150.0,1100.0,181.1111111111111,165000.0,9480.0
P2613,150.0,1100.0,212.2222222222222,165000.0,10115.0
P2614,150.0,1100.0,243.3333333333333,165000.0,10115.0
P2615,150.0,1100.0,274.4444444444445,165000.0,10115.0
P2616,150.0,1100.0,305.5555555555555,165000.0,10115.0
P2617,150.0,1100.0,336.6666666666666,165000.0,10115.0
P2618,150.0,1100.0,367.7777777777778,165000.0,10115.0
P2619,150.0,1100.0,398.8888888888889,165000.0,10115.0
P2620,150.0,1100.0,430.0,165000.0,10251.0
P2621,150.0,1122.222222222222,150.0,168333.33333333328,9707.0
P2622,150.0,1122.222222222222,181.1111111111111,168333.33333333328,9707.0
P2623,150.0,1122.222222222222,212.2222222222222,168333.33333333328,10251.0
P2624,150.0,1122.222222222222,243.3333333333333,168333.33333333328,10251.0
P2625,150.0,1122.222222222222,274.4444444444445,168333.33333333328,10251.0
P2626,150.0,1122.222222222222,305.5555555555555,168333.33333333328,10251.0
P2627,150.0,1122.222222222222,336.6666666666666,168333.33333333328,10251.0
P2628,150.0,1122.222222222222,367.7777777777778,168333.33333333328,10251.0
P2629,150.0,1122.222222222222,398.8888888888889,168333.33333333328,10251.0
P2630,150.0,1122.222222222222,430.0,168333.33333333328,10433.0
P2631,150.0,1144.444444444444,150.0,171666.66666666657,9798.0
P2632,150.0,1144.444444444444,181.1111111111111,171666.66666666657,10342.0
P2633,150.0,1144.444444444444,212.2222222222222,171666.66666666657,10342.0
P2634,150.0,1144.444444444444,243.3333333333333,171666.66666666657,10342.0
P2635,150.0,1144.444444444444,274.4444444444445,171666.66666666657,10342.0
P2636,150.0,1144.444444444444,305.5555555555555,171666.66666666657,10342.0
P2637,150.0,1144.444444444444,336.6666666666666,171666.66666666657,10342.0
P2638,150.0,1144.444444444444,367.7777777777778,171666.66666666657,10342.0
P2639,150.0,1144.444444444444,398.8888888888889,171666.66666666657,10569.0
P2640,150.0,1144.444444444444,430.0,171666.66666666657,10569.0
P2641,150.0,1166.666666666667,150.0,175000.00000000006,9888.0
P2642,150.0,1166.666666666667,181.1111111111111,175000.00000000006,10523.0
P2643,150.0,1166.666666666667,212.2222222222222,175000.00000000006,10523.0
P2644,150.0,1166.666666666667,243.3333333333333,175000.00000000006,10523.0
P2645,150.0,1166.666666666667,274.4444444444445,175000.00000000006,10523.0
P2646,150.0,1166.666666666667,305.5555555555555,175000.00000000006,10523.0
P2647,150.0,1166.666666666667,336.6666666666666,175000.00000000006,10523.0
P2648,150.0,1166.666666666667,367.7777777777778,175000.00000000006,10523.0
P2649,150.0,1166.666666666667,398.8888888888889,175000.00000000006,10659.0
P2650,150.0,1166.666666666667,430.0,175000.00000000006,10659.0
P2651,150.0,1188.888888888889,150.0,178333.33333333334,10614.0
P2652,150.0,1188.888888888889,181.1111111111111,178333.33333333334,10614.0
P2653,150.0,1188.888888888889,212.2222222222222,178333.33333333334,10614.0
P2654,150.0,1188.888888888889,243.3333333333333,178333.33333333334,10614.0
P2655,150.0,1188.888888888889,274.4444444444445,178333.33333333334,10614.0
P2656,150.0,1188.888888888889,305.5555555555555,178333.33333333334,10614.0
P2657,150.0,1188.888888888889,336.6666666666666,178333.33333333334,10614.0
P2658,150.0,1188.888888888889,367.7777777777778,178333.33333333334,10614.0
P2659,150.0,1188.888888888889,398.8888888888889,178333.33333333334,10841.0
P2660,150.0,1188.888888888889,430.0,178333.33333333334,10841.0
P2661,150.0,1211.111111111111,150.0,181666.66666666666,10750.0
P2662,150.0,1211.111111111111,181.1111111111111,181666.66666666666,10750.0
P2663,150.0,1211.111111111111,212.2222222222222,181666.66666666666,10750.0
P2664,150.0,1211.111111111111,243.3333333333333,181666.66666666666,10750.0
P2665,150.0,1211.111111111111,274.4444444444445,181666.66666666666,10750.0
P2666,150.0,1211.111111111111,305.5555555555555,181666.66666666666,10750.0
P2667,150.0,1211.111111111111,336.6666666666666,181666.66666666666,10750.0
P2668,150.0,1211.111111111111,367.7777777777778,181666.66666666666,10932.0
P2669,150.0,1211.111111111111,398.8888888888889,181666.66666666666,10932.0
P2670,150.0,1211.111111111111,430.0,181666.66666666666,10932.0
P2671,150.0,1233.333333333333,150.0,184999.99999999994,11022.0
P2672,150.0,1233.333333333333,181.1111111111111,184999.99999999994,11022.0
P2673,150.0,1233.333333333333,212.2222222222222,184999.99999999994,11022.0
P2674,150.0,1233.333333333333,243.3333333333333,184999.99999999994,11022.0
P2675,150.0,1233.333333333333,274.4444444444445,184999.99999999994,11022.0
P2676,150.0,1233.333333333333,305.5555555555555,184999.99999999994,11022.0
P2677,150.0,1233.333333333333,336.6666666666666,184999.99999999994,11022.0
P2678,150.0,1233.333333333333,367.7777777777778,184999.99999999994,11158.0
P2679,150.0,1233.333333333333,398.8888888888889,184999.99999999994,11158.0
P2680,150.0,1233.333333333333,430.0,184999.99999999994,11158.0
P2681,150.0,1255.555555555556,150.0,188333.33333333343,11113.0
P2682,150.0,1255.555555555556,181.1111111111111,188333.33333333343,11113.0
P2683,150.0,1255.555555555556,212.2222222222222,188333.33333333343,11113.0
P2684,150.0,1255.555555555556,243.3333333333333,188333.33333333343,11113.0
P2685,150.0,1255.555555555556,274.4444444444445,188333.33333333343,11113.0
P2686,150.0,1255.555555555556,305.5555555555555,188333.33333333343,11113.0
P2687,150.0,1255.555555555556,336.6666666666666,188333.33333333343,11340.0
P2688,150.0,1255.555555555556,367.7777777777778,188333.33333333343,11340.0
P2689,150.0,1255.555555555556,398.8888888888889,188333.33333333343,11340.0
P2690,150.0,1255.555555555556,430.0,188333.33333333343,11340.0
P2691,150.0,1277.777777777778,150.0,191666.66666666672,11249.0
P2692,150.0,1277.777777777778,181.1111111111111,191666.66666666672,11249.0
P2693,150.0,1277.777777777778,212.2222222222222,191666.66666666672,11249.0
P2694,150.0,1277.777777777778,243.3333333333333,191666.66666666672,11249.0
P2695,150.0,1277.777777777778,274.4444444444445,191666.66666666672,11249.0
P2696,150.0,1277.777777777778,305.5555555555555,191666.66666666672,11249.0
P2697,150.0,1277.777777777778,336.6666666666666,191666.66666666672,11430.0
P2698,150.0,1277.777777777778,367.7777777777778,191666.66666666672,11430.0
P2699,150.0,1277.777777777778,398.8888888888889,191666.66666666672,11430.0
P2700,150.0,1277.777777777778,430.0,191666.66666666672,11430.0
P2701,150.0,1300.0,150.0,195000.0,11430.0
P2702,150.0,1300.0,181.1111111111111,195000.0,11430.0
P2703,150.0,1300.0,212.2222222222222,195000.0,11430.0
P2704,150.0,1300.0,243.3333333333333,195000.0,11430.0
P2705,150.0,1300.0,274.4444444444445,195000.0,11430.0
P2706,150.0,1300.0,305.5555555555555,195000.0,11430.0
P2707,150.0,1300.0,336.6666666666666,195000.0,11567.0
P2708,150.0,1300.0,367.7777777777778,195000.0,11567.0
P2709,150.0,1300.0,398.8888888888889,195000.0,11567.0
P2710,150.0,1300.0,430.0,195000.0,11567.0
P2711,166.6666666666667,1100.0,150.0,183333.33333333337,11022.0
P2712,166.6666666666667,1100.0,181.1111111111111,183333.33333333337,11022.0
P2713,166.6666666666667,1100.0,212.2222222222222,183333.33333333337,11022.0
P2714,166.6666666666667,1100.0,243.3333333333333,183333.33333333337,11022.0
P2715,166.6666666666667,1100.0,274.4444444444445,183333.33333333337,11022.0
P2716,166.6666666666667,1100.0,305.5555555555555,183333.33333333337,11022.0
P2717,166.6666666666667,1100.0,336.6666666666666,183333.33333333337,11022.0
P2718,166.6666666666667,1100.0,367.7777777777778,183333.33333333337,11158.0
P2719,166.6666666666667,1100.0,398.8888888888889,183333.33333333337,11158.0
P2720,166.6666666666667,1100.0,430.0,183333.33333333337,11158.0
P2721,166.6666666666667,1122.222222222222,150.0,187037.03703703705,11113.0
P2722,166.6666666666667,1122.222222222222,181.1111111111111,187037.03703703705,11113.0
P2723,166.6666666666667,1122.222222222222,212.2222222222222,187037.03703703705,11113.0
P2724,166.6666666666667,1122.222222222222,243.3333333333333,187037.03703703705,11113.0
P2725,166.6666666666667,1122.222222222222,274.4444444444445,187037.03703703705,11113.0
P2726,166.6666666666667,1122.222222222222,305.5555555555555,187037.03703703705,11113.0
P2727,166.6666666666667,1122.222222222222,336.6666666666666,187037.03703703705,11113.0
P2728,166.6666666666667,1122.222222222222,367.7777777777778,187037.03703703705,11340.0
P2729,166.6666666666667,1122.222222222222,398.8888888888889,187037.03703703705,11340.0
P2730,166.6666666666667,1122.222222222222,430.0,187037.03703703705,11340.0
P2731,166.6666666666667,1144.444444444444,150.0,190740.7407407407,11340.0
P2732,166.6666666666667,1144.444444444444,181.1111111111111,190740.7407407407,11340.0
P2733,166.6666666666667,1144.444444444444,212.2222222222222,190740.7407407407,11340.0
P2734,166.6666666666667,1144.444444444444,243.3333333333333,190740.7407407407,11340.0
P2735,166.6666666666667,1144.444444444444,274.4444444444445,190740.7407407407,11340.0
P2736,166.6666666666667,1144.444444444444,305.5555555555555,190740.7407407407,11340.0
P2737,166.6666666666667,1144.444444444444,336.6666666666666,190740.7407407407,11430.0
