tag,heat_area,tube_des_pres,tube_out_diameter,tube_len,shell_diameter,weight_kg
P1657,86.92,500.0,23.2,5.3,552.5,3600.0
P1658,109.87,500.0,23.2,6.699999999999999,552.5,4200.0
P1659,132.83,500.0,23.2,8.1,552.5,4600.0
P1660,155.79,500.0,23.2,9.5,552.5,5400.0
P1661,37.9,500.0,25.0,2.5,552.5,2200.0
P1662,59.12,500.0,25.0,3.9,552.5,2800.0
P1663,80.34,500.0,25.0,5.3,552.5,3400.0
P1664,101.56,500.0,25.0,6.699999999999999,552.5,4000.0
P1665,122.78,500.0,25.0,8.1,552.5,4600.0
P1666,144.0,500.0,25.0,9.5,552.5,5200.0
P1667,77.66,500.0,16.0,2.5,628.3333333333333,3200.0
P1668,121.15,500.0,16.0,3.9,628.3333333333333,4000.0
P1669,164.64,500.0,16.0,5.3,628.3333333333333,4800.0
P1670,208.13,500.0,16.0,6.699999999999999,628.3333333333333,5800.0
P1671,251.62,500.0,16.0,8.1,628.3333333333333,6800.0
P1672,295.11,500.0,16.0,9.5,628.3333333333333,7600.0
P1673,69.9,500.0,17.8,2.5,628.3333333333333,3000.0
P1674,109.04,500.0,17.8,3.9,628.3333333333333,3800.0
P1675,148.19,500.0,17.8,5.3,628.3333333333333,4800.0
P1676,187.33,500.0,17.8,6.699999999999999,628.3333333333333,5600.0
P1677,226.48,500.0,17.8,8.1,628.3333333333333,6400.0
P1678,265.62,500.0,17.8,9.5,628.3333333333333,7400.0
P1679,63.42,500.0,19.6,2.5,628.3333333333333,3000.0
P1680,98.94,500.0,19.6,3.9,628.3333333333333,3800.0
P1681,134.46,500.0,19.6,5.3,628.3333333333333,4600.0
P1682,169.97,500.0,19.6,6.699999999999999,628.3333333333333,5400.0
P1683,205.49,500.0,19.6,8.1,628.3333333333333,6200.0
P1684,241.01,500.0,19.6,9.5,628.3333333333333,7000.0
P1685,57.99,500.0,21.4,2.5,628.3333333333333,3000.0
P1686,90.46,500.0,21.4,3.9,628.3333333333333,3600.0
P1687,122.93,500.0,21.4,5.3,628.3333333333333,4400.0
P1688,155.4,500.0,21.4,6.699999999999999,628.3333333333333,5200.0
P1689,187.87,500.0,21.4,8.1,628.3333333333333,6000.0
P1690,220.35,500.0,21.4,9.5,628.3333333333333,6800.0
P1691,53.57,500.0,23.2,2.5,628.3333333333333,2800.0
P1692,83.57,500.0,23.2,3.9,628.3333333333333,3600.0
P1693,113.57,500.0,23.2,5.3,628.3333333333333,4400.0
P1694,143.57,500.0,23.2,6.699999999999999,628.3333333333333,5200.0
P1695,173.57,500.0,23.2,8.1,628.3333333333333,5800.0
P1696,203.57,500.0,23.2,9.5,628.3333333333333,6600.0
P1697,49.68,500.0,25.0,2.5,628.3333333333333,2800.0
P1698,77.5,500.0,25.0,3.9,628.3333333333333,3400.0
P1699,105.31,500.0,25.0,5.3,628.3333333333333,4200.0
P1700,133.13,500.0,25.0,6.699999999999999,628.3333333333333,5000.0
P1701,160.95,500.0,25.0,8.1,628.3333333333333,5600.0
P1702,188.77,500.0,25.0,9.5,628.3333333333333,6600.0
P1703,98.52,500.0,16.0,2.5,704.1666666666666,3800.0
P1704,153.69,500.0,16.0,3.9,704.1666666666666,4800.0
P1705,208.86,500.0,16.0,5.3,704.1666666666666,5800.0
P1706,264.03,500.0,16.0,6.699999999999999,704.1666666666666,7000.0
P1707,319.21,500.0,16.0,8.1,704.1666666666666,8000.0
P1708,374.38,500.0,16.0,9.5,704.1666666666666,9200.0
P1709,88.49,500.0,17.8,2.5,704.1666666666666,3600.0
P1710,138.05,500.0,17.8,3.9,704.1666666666666,4600.0
P1711,187.61,500.0,17.8,5.3,704.1666666666666,5600.0
P1712,237.16,500.0,17.8,6.699999999999999,704.1666666666666,6800.0
P1713,286.72,500.0,17.8,8.1,704.1666666666666,7600.0
P1714,336.28,500.0,17.8,9.5,704.1666666666666,8800.0
P1715,80.36,500.0,19.6,2.5,704.1666666666666,3600.0
P1716,125.35,500.0,19.6,3.9,704.1666666666666,4400.0
P1717,170.35,500.0,19.6,5.3,704.1666666666666,5400.0
P1718,215.35,500.0,19.6,6.699999999999999,704.1666666666666,6600.0
P1719,260.35,500.0,19.6,8.1,704.1666666666666,7400.0
P1720,305.35,500.0,19.6,9.5,704.1666666666666,8400.0
P1721,73.62,500.0,21.4,2.5,704.1666666666666,3400.0
P1722,114.84,500.0,21.4,3.9,704.1666666666666,4200.0
P1723,156.07,500.0,21.4,5.3,704.1666666666666,5200.0
P1724,197.29,500.0,21.4,6.699999999999999,704.1666666666666,6400.0
P1725,238.52,500.0,21.4,8.1,704.1666666666666,7000.0
P1726,279.74,500.0,21.4,9.5,704.1666666666666,8200.0
P1727,67.97,500.0,23.2,2.5,704.1666666666666,3400.0
P1728,106.03,500.0,23.2,3.9,704.1666666666666,4200.0
P1729,144.09,500.0,23.2,5.3,704.1666666666666,5200.0
P1730,182.15,500.0,23.2,6.699999999999999,704.1666666666666,6200.0
P1731,220.21,500.0,23.2,8.1,704.1666666666666,6800.0
P1732,258.27,500.0,23.2,9.5,704.1666666666666,8000.0
P1733,63.03,500.0,25.0,2.5,704.1666666666666,3400.0
P1734,98.32,500.0,25.0,3.9,704.1666666666666,4200.0
P1735,133.62,500.0,25.0,5.3,704.1666666666666,5000.0
P1736,168.92,500.0,25.0,6.699999999999999,704.1666666666666,6000.0
P1737,204.21,500.0,25.0,8.1,704.1666666666666,6600.0
P1738,239.51,500.0,25.0,9.5,704.1666666666666,7800.0
P1739,121.77,500.0,16.0,2.5,780.0,4400.0
P1740,189.96,500.0,16.0,3.9,780.0,5600.0
P1741,258.15,500.0,16.0,5.3,780.0,7000.0
P1742,326.34,500.0,16.0,6.699999999999999,780.0,8400.0
P1743,394.53,500.0,16.0,8.1,780.0,9600.0
P1744,462.72,500.0,16.0,9.5,780.0,10800.0
P1745,109.46,500.0,17.8,2.5,780.0,4400.0
P1746,170.76,500.0,17.8,3.9,780.0,5400.0
P1747,232.06,500.0,17.8,5.3,780.0,6800.0
P1748,293.36,500.0,17.8,6.699999999999999,780.0,8000.0
P1749,354.66,500.0,17.8,8.1,780.0,9200.0
P1750,415.96,500.0,17.8,9.5,780.0,10400.0
P1751,99.29,500.0,19.6,2.5,780.0,4200.0
P1752,154.89,500.0,19.6,3.9,780.0,5200.0
P1753,210.49,500.0,19.6,5.3,780.0,6600.0
P1754,266.1,500.0,19.6,6.699999999999999,780.0,7800.0
P1755,321.7,500.0,19.6,8.1,780.0,8800.0
P1756,377.3,500.0,19.6,9.5,780.0,9800.0
P1757,90.93,500.0,21.4,2.5,780.0,4200.0
P1758,141.85,500.0,21.4,3.9,780.0,5200.0
P1759,192.77,500.0,21.4,5.3,780.0,6400.0
P1760,243.69,500.0,21.4,6.699999999999999,780.0,7600.0
P1761,294.61,500.0,21.4,8.1,780.0,8600.0
P1762,345.53,500.0,21.4,9.5,780.0,9800.0
P1763,84.0,500.0,23.2,2.5,780.0,4000.0
P1764,131.04,500.0,23.2,3.9,780.0,5000.0
P1765,178.08,500.0,23.2,5.3,780.0,6200.0
P1766,225.12,500.0,23.2,6.699999999999999,780.0,7400.0
P1767,272.16,500.0,23.2,8.1,780.0,8200.0
P1768,319.2,500.0,23.2,9.5,780.0,9400.0
P1769,77.95,500.0,25.0,2.5,780.0,4000.0
P1770,121.6,500.0,25.0,3.9,780.0,5000.0
P1771,165.26,500.0,25.0,5.3,780.0,6000.0
P1772,208.91,500.0,25.0,6.699999999999999,780.0,7200.0
P1773,252.56,500.0,25.0,8.1,780.0,8000.0
P1774,296.21,500.0,25.0,9.5,780.0,9200.0
P1775,19.23,600.0,16.0,2.5,325.0,1080.0
P1776,29.99,600.0,16.0,3.9,325.0,1340.0
P1777,40.76,600.0,16.0,5.3,325.0,1660.0
P1778,51.53,600.0,16.0,6.699999999999999,325.0,2000.0
P1779,62.29,600.0,16.0,8.1,325.0,2200.0
P1780,73.06,600.0,16.0,9.5,325.0,2600.0
P1781,17.2,600.0,17.8,2.5,325.0,1060.0
P1782,26.82,600.0,17.8,3.9,325.0,1300.0
P1783,36.45,600.0,17.8,5.3,325.0,1620.0
P1784,46.08,600.0,17.8,6.699999999999999,325.0,1940.0
P1785,55.71,600.0,17.8,8.1,325.0,2200.0
P1786,65.34,600.0,17.8,9.5,325.0,2400.0
P1787,15.55,600.0,19.6,2.5,325.0,1040.0
P1788,24.25,600.0,19.6,3.9,325.0,1280.0
P1789,32.96,600.0,19.6,5.3,325.0,1580.0
P1790,41.67,600.0,19.6,6.699999999999999,325.0,1880.0
P1791,50.37,600.0,19.6,8.1,325.0,2200.0
P1792,59.08,600.0,19.6,9.5,325.0,2400.0
P1793,14.29,600.0,21.4,2.5,325.0,1040.0
P1794,22.29,600.0,21.4,3.9,325.0,1260.0
P1795,30.29,600.0,21.4,5.3,325.0,1580.0
P1796,38.29,600.0,21.4,6.699999999999999,325.0,1880.0
P1797,46.29,600.0,21.4,8.1,325.0,2200.0
P1798,54.29,600.0,21.4,9.5,325.0,2400.0
P1799,13.12,600.0,23.2,2.5,325.0,1020.0
P1800,20.47,600.0,23.2,3.9,325.0,1240.0
P1801,27.81,600.0,23.2,5.3,325.0,1540.0
P1802,35.16,600.0,23.2,6.699999999999999,325.0,1840.0
P1803,42.51,600.0,23.2,8.1,325.0,2000.0
P1804,49.85,600.0,23.2,9.5,325.0,2400.0
P1805,12.17,600.0,25.0,2.5,325.0,1020.0
P1806,18.99,600.0,25.0,3.9,325.0,1220.0
P1807,25.81,600.0,25.0,5.3,325.0,1520.0
P1808,32.63,600.0,25.0,6.699999999999999,325.0,1800.0
P1809,39.44,600.0,25.0,8.1,325.0,2000.0
P1810,46.26,600.0,25.0,9.5,325.0,2200.0
P1811,30.16,600.0,16.0,2.5,400.8333333333333,1460.0
P1812,47.05,600.0,16.0,3.9,400.8333333333333,1800.0
P1813,63.94,600.0,16.0,5.3,400.8333333333333,2200.0
P1814,80.83,600.0,16.0,6.699999999999999,400.8333333333333,2800.0
P1815,97.72,600.0,16.0,8.1,400.8333333333333,3000.0
P1816,114.61,600.0,16.0,9.5,400.8333333333333,3400.0
P1817,27.12,600.0,17.8,2.5,400.8333333333333,1420.0
P1818,42.31,600.0,17.8,3.9,400.8333333333333,1740.0
P1819,57.5,600.0,17.8,5.3,400.8333333333333,2200.0
P1820,72.69,600.0,17.8,6.699999999999999,400.8333333333333,2600.0
P1821,87.87,600.0,17.8,8.1,400.8333333333333,3000.0
P1822,103.06,600.0,17.8,9.5,400.8333333333333,3400.0
P1823,24.63,600.0,19.6,2.5,400.8333333333333,1400.0
P1824,38.42,600.0,19.6,3.9,400.8333333333333,1700.0
P1825,52.22,600.0,19.6,5.3,400.8333333333333,2200.0
P1826,66.01,600.0,19.6,6.699999999999999,400.8333333333333,2600.0
P1827,79.8,600.0,19.6,8.1,400.8333333333333,2800.0
P1828,93.59,600.0,19.6,9.5,400.8333333333333,3200.0
P1829,22.52,600.0,21.4,2.5,400.8333333333333,1400.0
P1830,35.13,600.0,21.4,3.9,400.8333333333333,1720.0
P1831,47.75,600.0,21.4,5.3,400.8333333333333,2200.0
P1832,60.36,600.0,21.4,6.699999999999999,400.8333333333333,2600.0
P1833,72.97,600.0,21.4,8.1,400.8333333333333,2800.0
P1834,85.58,600.0,21.4,9.5,400.8333333333333,3200.0
P1835,20.77,600.0,23.2,2.5,400.8333333333333,1380.0
P1836,32.4,600.0,23.2,3.9,400.8333333333333,1680.0
P1837,44.04,600.0,23.2,5.3,400.8333333333333,2000.0
P1838,55.67,600.0,23.2,6.699999999999999,400.8333333333333,2400.0
P1839,67.3,600.0,23.2,8.1,400.8333333333333,2800.0
P1840,78.93,600.0,23.2,9.5,400.8333333333333,3200.0
P1841,19.24,600.0,25.0,2.5,400.8333333333333,1360.0
P1842,30.02,600.0,25.0,3.9,400.8333333333333,1660.0
P1843,40.79,600.0,25.0,5.3,400.8333333333333,2000.0
P1844,51.57,600.0,25.0,6.699999999999999,400.8333333333333,2400.0
P1845,62.34,600.0,25.0,8.1,400.8333333333333,2600.0
P1846,73.12,600.0,25.0,9.5,400.8333333333333,3000.0
P1847,43.48,600.0,16.0,2.5,476.6666666666666,2000.0
P1848,67.83,600.0,16.0,3.9,476.6666666666666,2400.0
P1849,92.18,600.0,16.0,5.3,476.6666666666666,3000.0
P1850,116.53,600.0,16.0,6.699999999999999,476.6666666666666,3600.0
P1851,140.87,600.0,16.0,8.1,476.6666666666666,4200.0
P1852,165.22,600.0,16.0,9.5,476.6666666666666,4800.0
P1853,39.14,600.0,17.8,2.5,476.6666666666666,1960.0
P1854,61.07,600.0,17.8,3.9,476.6666666666666,2400.0
P1855,82.99,600.0,17.8,5.3,476.6666666666666,3000.0
P1856,104.91,600.0,17.8,6.699999999999999,476.6666666666666,3600.0
P1857,126.83,600.0,17.8,8.1,476.6666666666666,4000.0
P1858,148.75,600.0,17.8,9.5,476.6666666666666,4600.0
P1859,35.56,600.0,19.6,2.5,476.6666666666666,1920.0
P1860,55.47,600.0,19.6,3.9,476.6666666666666,2400.0
P1861,75.39,600.0,19.6,5.3,476.6666666666666,3000.0
P1862,95.3,600.0,19.6,6.699999999999999,476.6666666666666,3400.0
P1863,115.21,600.0,19.6,8.1,476.6666666666666,3800.0
P1864,135.13,600.0,19.6,9.5,476.6666666666666,4400.0
P1865,32.44,600.0,21.4,2.5,476.6666666666666,1880.0
P1866,50.6,600.0,21.4,3.9,476.6666666666666,2400.0
P1867,68.77,600.0,21.4,5.3,476.6666666666666,2800.0
P1868,86.94,600.0,21.4,6.699999999999999,476.6666666666666,3400.0
P1869,105.1,600.0,21.4,8.1,476.6666666666666,3800.0
P1870,123.27,600.0,21.4,9.5,476.6666666666666,4400.0
P1871,29.88,600.0,23.2,2.5,476.6666666666666,1840.0
P1872,46.62,600.0,23.2,3.9,476.6666666666666,2200.0
P1873,63.35,600.0,23.2,5.3,476.6666666666666,2800.0
P1874,80.09,600.0,23.2,6.699999999999999,476.6666666666666,3200.0
P1875,96.82,600.0,23.2,8.1,476.6666666666666,3600.0
P1876,113.55,600.0,23.2,9.5,476.6666666666666,4200.0
P1877,27.88,600.0,25.0,2.5,476.6666666666666,1820.0
P1878,43.5,600.0,25.0,3.9,476.6666666666666,2200.0
P1879,59.11,600.0,25.0,5.3,476.6666666666666,2800.0
P1880,74.72,600.0,25.0,6.699999999999999,476.6666666666666,3200.0
P1881,90.34,600.0,25.0,8.1,476.6666666666666,3600.0
P1882,105.95,600.0,25.0,9.5,476.6666666666666,4200.0
P1883,59.44,600.0,16.0,2.5,552.5,2600.0
P1884,92.72,600.0,16.0,3.9,552.5,3200.0
P1885,126.01,600.0,16.0,5.3,552.5,4000.0
P1886,159.3,600.0,16.0,6.699999999999999,552.5,4600.0
P1887,192.58,600.0,16.0,8.1,552.5,5200.0
P1888,225.87,600.0,16.0,9.5,552.5,6000.0
P1889,53.4,600.0,17.8,2.5,552.5,2400.0
P1890,83.31,600.0,17.8,3.9,552.5,3000.0
P1891,113.22,600.0,17.8,5.3,552.5,3800.0
P1892,143.12,600.0,17.8,6.699999999999999,552.5,4400.0
P1893,173.03,600.0,17.8,8.1,552.5,5000.0
P1894,202.93,600.0,17.8,9.5,552.5,5800.0
P1895,48.49,600.0,19.6,2.5,552.5,2400.0
P1896,75.65,600.0,19.6,3.9,552.5,3000.0
P1897,102.8,600.0,19.6,5.3,552.5,3600.0
P1898,129.95,600.0,19.6,6.699999999999999,552.5,4400.0
P1899,157.11,600.0,19.6,8.1,552.5,5000.0
P1900,184.26,600.0,19.6,9.5,552.5,5600.0
P1901,44.37,600.0,21.4,2.5,552.5,2400.0
P1902,69.22,600.0,21.4,3.9,552.5,2800.0
P1903,94.07,600.0,21.4,5.3,552.5,3600.0
P1904,118.92,600.0,21.4,6.699999999999999,552.5,4200.0
P1905,143.76,600.0,21.4,8.1,552.5,4800.0
P1906,168.61,600.0,21.4,9.5,552.5,5400.0
P1907,41.0,600.0,23.2,2.5,552.5,2400.0
P1908,63.96,600.0,23.2,3.9,552.5,2800.0
P1909,86.92,600.0,23.2,5.3,552.5,3600.0
P1910,109.87,600.0,23.2,6.699999999999999,552.5,4200.0
P1911,132.83,600.0,23.2,8.1,552.5,4600.0
P1912,155.79,600.0,23.2,9.5,552.5,5400.0
P1913,37.9,600.0,25.0,2.5,552.5,2200.0
P1914,59.12,600.0,25.0,3.9,552.5,2800.0
P1915,80.34,600.0,25.0,5.3,552.5,3400.0
P1916,101.56,600.0,25.0,6.699999999999999,552.5,4000.0
P1917,122.78,600.0,25.0,8.1,552.5,4600.0
P1918,144.0,600.0,25.0,9.5,552.5,5200.0
P1919,77.66,600.0,16.0,2.5,628.3333333333333,3200.0
P1920,121.15,600.0,16.0,3.9,628.3333333333333,4000.0
P1921,164.64,600.0,16.0,5.3,628.3333333333333,4800.0
P1922,208.13,600.0,16.0,6.699999999999999,628.3333333333333,5800.0
P1923,251.62,600.0,16.0,8.1,628.3333333333333,6800.0
P1924,295.11,600.0,16.0,9.5,628.3333333333333,7600.0
P1925,69.9,600.0,17.8,2.5,628.3333333333333,3000.0
P1926,109.04,600.0,17.8,3.9,628.3333333333333,3800.0
P1927,148.19,600.0,17.8,5.3,628.3333333333333,4800.0
P1928,187.33,600.0,17.8,6.699999999999999,628.3333333333333,5600.0
P1929,226.48,600.0,17.8,8.1,628.3333333333333,6400.0
P1930,265.62,600.0,17.8,9.5,628.3333333333333,7400.0
P1931,63.42,600.0,19.6,2.5,628.3333333333333,3000.0
P1932,98.94,600.0,19.6,3.9,628.3333333333333,3800.0
P1933,134.46,600.0,19.6,5.3,628.3333333333333,4600.0
P1934,169.97,600.0,19.6,6.699999999999999,628.3333333333333,5400.0
P1935,205.49,600.0,19.6,8.1,628.3333333333333,6200.0
P1936,241.01,600.0,19.6,9.5,628.3333333333333,7000.0
P1937,57.99,600.0,21.4,2.5,628.3333333333333,3000.0
P1938,90.46,600.0,21.4,3.9,628.3333333333333,3600.0
P1939,122.93,600.0,21.4,5.3,628.3333333333333,4400.0
P1940,155.4,600.0,21.4,6.699999999999999,628.3333333333333,5200.0
P1941,187.87,600.0,21.4,8.1,628.3333333333333,6000.0
P1942,220.35,600.0,21.4,9.5,628.3333333333333,6800.0
P1943,53.57,600.0,23.2,2.5,628.3333333333333,2800.0
P1944,83.57,600.0,23.2,3.9,628.3333333333333,3600.0
P1945,113.57,600.0,23.2,5.3,628.3333333333333,4400.0
P1946,143.57,600.0,23.2,6.699999999999999,628.3333333333333,5200.0
P1947,173.57,600.0,23.2,8.1,628.3333333333333,5800.0
P1948,203.57,600.0,23.2,9.5,628.3333333333333,6600.0
P1949,49.68,600.0,25.0,2.5,628.3333333333333,2800.0
P1950,77.5,600.0,25.0,3.9,628.3333333333333,3400.0
P1951,105.31,600.0,25.0,5.3,628.3333333333333,4200.0
P1952,133.13,600.0,25.0,6.699999999999999,628.3333333333333,5000.0
P1953,160.95,600.0,25.0,8.1,628.3333333333333,5600.0
P1954,188.77,600.0,25.0,9.5,628.3333333333333,6600.0
P1955,98.52,600.0,16.0,2.5,704.1666666666666,3800.0
P1956,153.69,600.0,16.0,3.9,704.1666666666666,4800.0
P1957,208.86,600.0,16.0,5.3,704.1666666666666,5800.0
P1958,264.03,600.0,16.0,6.699999999999999,704.1666666666666,7000.0
P1959,319.21,600.0,16.0,8.1,704.1666666666666,8000.0
P1960,374.38,600.0,16.0,9.5,704.1666666666666,9200.0
P1961,88.49,600.0,17.8,2.5,704.1666666666666,3600.0
P1962,138.05,600.0,17.8,3.9,704.1666666666666,4600.0
P1963,187.61,600.0,17.8,5.3,704.1666666666666,5600.0
P1964,237.16,600.0,17.8,6.699999999999999,704.1666666666666,6800.0
P1965,286.72,600.0,17.8,8.1,704.1666666666666,7600.0
P1966,336.28,600.0,17.8,9.5,704.1666666666666,8800.0
P1967,80.36,600.0,19.6,2.5,704.1666666666666,3600.0
P1968,125.35,600.0,19.6,3.9,704.1666666666666,4400.0
P1969,170.35,600.0,19.6,5.3,704.1666666666666,5400.0
P1970,215.35,600.0,19.6,6.699999999999999,704.1666666666666,6600.0
P1971,260.35,600.0,19.6,8.1,704.1666666666666,7400.0
P1972,305.35,600.0,19.6,9.5,704.1666666666666,8400.0
P1973,73.62,600.0,21.4,2.5,704.1666666666666,3400.0
P1974,114.84,600.0,21.4,3.9,704.1666666666666,4200.0
P1975,156.07,600.0,21.4,5.3,704.1666666666666,5200.0
P1976,197.29,600.0,21.4,6.699999999999999,704.1666666666666,6400.0
P1977,238.52,600.0,21.4,8.1,704.1666666666666,7000.0
P1978,279.74,600.0,21.4,9.5,704.1666666666666,8200.0
P1979,67.97,600.0,23.2,2.5,704.1666666666666,3400.0
P1980,106.03,600.0,23.2,3.9,704.1666666666666,4200.0
P1981,144.09,600.0,23.2,5.3,704.1666666666666,5200.0
P1982,182.15,600.0,23.2,6.699999999999999,704.1666666666666,6200.0
P1983,220.21,600.0,23.2,8.1,704.1666666666666,6800.0
P1984,258.27,600.0,23.2,9.5,704.1666666666666,8000.0
P1985,63.03,600.0,25.0,2.5,704.1666666666666,3400.0
P1986,98.32,600.0,25.0,3.9,704.1666666666666,4200.0
P1987,133.62,600.0,25.0,5.3,704.1666666666666,5000.0
P1988,168.92,600.0,25.0,6.699999999999999,704.1666666666666,6000.0
P1989,204.21,600.0,25.0,8.1,704.1666666666666,6600.0
P1990,239.51,600.0,25.0,9.5,704.1666666666666,7800.0
P1991,121.77,600.0,16.0,2.5,780.0,4400.0
P1992,189.96,600.0,16.0,3.9,780.0,5600.0
P1993,258.15,600.0,16.0,5.3,780.0,7000.0
P1994,326.34,600.0,16.0,6.699999999999999,780.0,8400.0
P1995,394.53,600.0,16.0,8.1,780.0,9600.0
P1996,462.72,600.0,16.0,9.5,780.0,10800.0
P1997,109.46,600.0,17.8,2.5,780.0,4400.0
P1998,170.76,600.0,17.8,3.9,780.0,5400.0
P1999,232.06,600.0,17.8,5.3,780.0,6800.0
P2000,293.36,600.0,17.8,6.699999999999999,780.0,8000.0
P2001,354.66,600.0,17.8,8.1,780.0,9200.0
P2002,415.96,600.0,17.8,9.5,780.0,10400.0
P2003,99.29,600.0,19.6,2.5,780.0,4200.0
P2004,154.89,600.0,19.6,3.9,780.0,5200.0
P2005,210.49,600.0,19.6,5.3,780.0,6600.0
P2006,266.1,600.0,19.6,6.699999999999999,780.0,7800.0
P2007,321.7,600.0,19.6,8.1,780.0,8800.0
P2008,377.3,600.0,19.6,9.5,780.0,9800.0
P2009,90.93,600.0,21.4,2.5,780.0,4200.0
P2010,141.85,600.0,21.4,3.9,780.0,5200.0
P2011,192.77,600.0,21.4,5.3,780.0,6400.0
P2012,243.69,600.0,21.4,6.699999999999999,780.0,7600.0
P2013,294.61,600.0,21.4,8.1,780.0,8600.0
P2014,345.53,600.0,21.4,9.5,780.0,9800.0
P2015,84.0,600.0,23.2,2.5,780.0,4000.0
P2016,131.04,600.0,23.2,3.9,780.0,5000.0
P2017,178.08,600.0,23.2,5.3,780.0,6200.0
P2018,225.12,600.0,23.2,6.699999999999999,780.0,7400.0
P2019,272.16,600.0,23.2,8.1,780.0,8200.0
P2020,319.2,600.0,23.2,9.5,780.0,9400.0
P2021,77.95,600.0,25.0,2.5,780.0,4000.0
P2022,121.6,600.0,25.0,3.9,780.0,5000.0
P2023,165.26,600.0,25.0,5.3,780.0,6000.0
P2024,208.91,600.0,25.0,6.699999999999999,780.0,7200.0
P2025,252.56,600.0,25.0,8.1,780.0,8000.0
P2026,296.21,600.0,25.0,9.5,780.0,9200.0
P2027,19.23,833.3333333333334,16.0,2.5,325.0,1100.0
P2028,29.99,833.3333333333334,16.0,3.9,325.0,1340.0
P2029,40.76,833.3333333333334,16.0,5.3,325.0,1660.0
P2030,51.53,833.3333333333334,16.0,6.699999999999999,325.0,2000.0
P2031,62.29,833.3333333333334,16.0,8.1,325.0,2200.0
P2032,73.06,833.3333333333334,16.0,9.5,325.0,2600.0
P2033,17.2,833.3333333333334,17.8,2.5,325.0,1080.0
P2034,26.82,833.3333333333334,17.8,3.9,325.0,1300.0
P2035,36.45,833.3333333333334,17.8,5.3,325.0,1620.0
P2036,46.08,833.3333333333334,17.8,6.699999999999999,325.0,1940.0
P2037,55.71,833.3333333333334,17.8,8.1,325.0,2200.0
P2038,65.34,833.3333333333334,17.8,9.5,325.0,2400.0
P2039,15.55,833.3333333333334,19.6,2.5,325.0,1060.0
P2040,24.25,833.3333333333334,19.6,3.9,325.0,1280.0
P2041,32.96,833.3333333333334,19.6,5.3,325.0,1580.0
P2042,41.67,833.3333333333334,19.6,6.699999999999999,325.0,1880.0
P2043,50.37,833.3333333333334,19.6,8.1,325.0,2200.0
P2044,59.08,833.3333333333334,19.6,9.5,325.0,2400.0
P2045,14.29,833.3333333333334,21.4,2.5,325.0,1040.0
P2046,22.29,833.3333333333334,21.4,3.9,325.0,1260.0
P2047,30.29,833.3333333333334,21.4,5.3,325.0,1580.0
P2048,38.29,833.3333333333334,21.4,6.699999999999999,325.0,1880.0
P2049,46.29,833.3333333333334,21.4,8.1,325.0,2200.0
P2050,54.29,833.3333333333334,21.4,9.5,325.0,2400.0
P2051,13.12,833.3333333333334,23.2,2.5,325.0,1020.0
P2052,20.47,833.3333333333334,23.2,3.9,325.0,1240.0
P2053,27.81,833.3333333333334,23.2,5.3,325.0,1540.0
P2054,35.16,833.3333333333334,23.2,6.699999999999999,325.0,1840.0
P2055,42.51,833.3333333333334,23.2,8.1,325.0,2000.0
P2056,49.85,833.3333333333334,23.2,9.5,325.0,2400.0
P2057,12.17,833.3333333333334,25.0,2.5,325.0,1020.0
P2058,18.99,833.3333333333334,25.0,3.9,325.0,1220.0
P2059,25.81,833.3333333333334,25.0,5.3,325.0,1520.0
P2060,32.63,833.3333333333334,25.0,6.699999999999999,325.0,1800.0
P2061,39.44,833.3333333333334,25.0,8.1,325.0,2000.0
P2062,46.26,833.3333333333334,25.0,9.5,325.0,2200.0
P2063,30.16,833.3333333333334,16.0,2.5,400.8333333333333,1460.0
P2064,47.05,833.3333333333334,16.0,3.9,400.8333333333333,1800.0
P2065,63.94,833.3333333333334,16.0,5.3,400.8333333333333,2200.0
P2066,80.83,833.3333333333334,16.0,6.699999999999999,400.8333333333333,2800.0
P2067,97.72,833.3333333333334,16.0,8.1,400.8333333333333,3000.0
P2068,114.61,833.3333333333334,16.0,9.5,400.8333333333333,3400.0
P2069,27.12,833.3333333333334,17.8,2.5,400.8333333333333,1420.0
P2070,42.31,833.3333333333334,17.8,3.9,400.8333333333333,1740.0
P2071,57.5,833.3333333333334,17.8,5.3,400.8333333333333,2200.0
P2072,72.69,833.3333333333334,17.8,6.699999999999999,400.8333333333333,2600.0
P2073,87.87,833.3333333333334,17.8,8.1,400.8333333333333,3000.0
P2074,103.06,833.3333333333334,17.8,9.5,400.8333333333333,3400.0
P2075,24.63,833.3333333333334,19.6,2.5,400.8333333333333,1400.0
P2076,38.42,833.3333333333334,19.6,3.9,400.8333333333333,1700.0
P2077,52.22,833.3333333333334,19.6,5.3,400.8333333333333,2200.0
P2078,66.01,833.3333333333334,19.6,6.699999999999999,400.8333333333333,2600.0
P2079,79.8,833.3333333333334,19.6,8.1,400.8333333333333,2800.0
P2080,93.59,833.3333333333334,19.6,9.5,400.8333333333333,3200.0
P2081,22.52,833.3333333333334,21.4,2.5,400.8333333333333,1420.0
P2082,35.13,833.3333333333334,21.4,3.9,400.8333333333333,1720.0
P2083,47.75,833.3333333333334,21.4,5.3,400.8333333333333,2200.0
P2084,60.36,833.3333333333334,21.4,6.699999999999999,400.8333333333333,2600.0
P2085,72.97,833.3333333333334,21.4,8.1,400.8333333333333,2800.0
