tag,diameter,ss_dist,pressure,trays_num,weight_kg
P2628,2.35,29.42857142857143,1400.0,35.0,59800.0
P2629,2.35,29.42857142857143,1466.666666666667,30.0,56100.0
P2630,2.35,29.42857142857143,1466.666666666667,30.83333333333333,56500.0
P2631,2.35,29.42857142857143,1466.666666666667,31.66666666666667,56900.0
P2632,2.35,29.42857142857143,1466.666666666667,32.5,57300.0
P2633,2.35,29.42857142857143,1466.666666666667,33.33333333333334,57700.0
P2634,2.35,29.42857142857143,1466.666666666667,34.16666666666666,58800.0
P2635,2.35,29.42857142857143,1466.666666666667,35.0,59200.0
P2636,2.35,29.42857142857143,1533.333333333333,30.0,56100.0
P2637,2.35,29.42857142857143,1533.333333333333,30.83333333333333,56500.0
P2638,2.35,29.42857142857143,1533.333333333333,31.66666666666667,56900.0
P2639,2.35,29.42857142857143,1533.333333333333,32.5,57300.0
P2640,2.35,29.42857142857143,1533.333333333333,33.33333333333334,57700.0
P2641,2.35,29.42857142857143,1533.333333333333,34.16666666666666,58800.0
P2642,2.35,29.42857142857143,1533.333333333333,35.0,59200.0
P2643,2.35,29.42857142857143,1600.0,30.0,56300.0
P2644,2.35,29.42857142857143,1600.0,30.83333333333333,56700.0
P2645,2.35,29.42857142857143,1600.0,31.66666666666667,57100.0
P2646,2.35,29.42857142857143,1600.0,32.5,57500.0
P2647,2.35,29.42857142857143,1600.0,33.33333333333334,57900.0
P2648,2.35,29.42857142857143,1600.0,34.16666666666666,59000.0
P2649,2.35,29.42857142857143,1600.0,35.0,59400.0
P2650,2.35,30.0,1200.0,30.0,54200.0
P2651,2.35,30.0,1200.0,30.83333333333333,54600.0
P2652,2.35,30.0,1200.0,31.66666666666667,55000.0
P2653,2.35,30.0,1200.0,32.5,55400.0
P2654,2.35,30.0,1200.0,33.33333333333334,55800.0
P2655,2.35,30.0,1200.0,34.16666666666666,56900.0
P2656,2.35,30.0,1200.0,35.0,57300.0
P2657,2.35,30.0,1266.666666666667,30.0,53800.0
P2658,2.35,30.0,1266.666666666667,30.83333333333333,54200.0
P2659,2.35,30.0,1266.666666666667,31.66666666666667,54600.0
P2660,2.35,30.0,1266.666666666667,32.5,55000.0
P2661,2.35,30.0,1266.666666666667,33.33333333333334,55400.0
P2662,2.35,30.0,1266.666666666667,34.16666666666666,56500.0
P2663,2.35,30.0,1266.666666666667,35.0,56900.0
P2664,2.35,30.0,1333.333333333333,30.0,53800.0
P2665,2.35,30.0,1333.333333333333,30.83333333333333,54200.0
P2666,2.35,30.0,1333.333333333333,31.66666666666667,54600.0
P2667,2.35,30.0,1333.333333333333,32.5,55000.0
P2668,2.35,30.0,1333.333333333333,33.33333333333334,55400.0
P2669,2.35,30.0,1333.333333333333,34.16666666666666,56500.0
P2670,2.35,30.0,1333.333333333333,35.0,56900.0
P2671,2.35,30.0,1400.0,30.0,57900.0
P2672,2.35,30.0,1400.0,30.83333333333333,58300.0
P2673,2.35,30.0,1400.0,31.66666666666667,58700.0
P2674,2.35,30.0,1400.0,32.5,59100.0
P2675,2.35,30.0,1400.0,33.33333333333334,59500.0
P2676,2.35,30.0,1400.0,34.16666666666666,60600.0
P2677,2.35,30.0,1400.0,35.0,61000.0
P2678,2.35,30.0,1466.666666666667,30.0,57300.0
P2679,2.35,30.0,1466.666666666667,30.83333333333333,57700.0
P2680,2.35,30.0,1466.666666666667,31.66666666666667,58100.0
P2681,2.35,30.0,1466.666666666667,32.5,58500.0
P2682,2.35,30.0,1466.666666666667,33.33333333333334,58900.0
P2683,2.35,30.0,1466.666666666667,34.16666666666666,60000.0
P2684,2.35,30.0,1466.666666666667,35.0,60400.0
P2685,2.35,30.0,1533.333333333333,30.0,57500.0
P2686,2.35,30.0,1533.333333333333,30.83333333333333,57900.0
P2687,2.35,30.0,1533.333333333333,31.66666666666667,58300.0
P2688,2.35,30.0,1533.333333333333,32.5,58700.0
P2689,2.35,30.0,1533.333333333333,33.33333333333334,59100.0
P2690,2.35,30.0,1533.333333333333,34.16666666666666,60200.0
P2691,2.35,30.0,1533.333333333333,35.0,60600.0
P2692,2.35,30.0,1600.0,30.0,57500.0
P2693,2.35,30.0,1600.0,30.83333333333333,57900.0
P2694,2.35,30.0,1600.0,31.66666666666667,58300.0
P2695,2.35,30.0,1600.0,32.5,58700.0
P2696,2.35,30.0,1600.0,33.33333333333334,59100.0
P2697,2.35,30.0,1600.0,34.16666666666666,60200.0
P2698,2.35,30.0,1600.0,35.0,60600.0
P2699,2.425,26.0,1200.0,30.0,51700.0
P2700,2.425,26.0,1200.0,30.83333333333333,52100.0
P2701,2.425,26.0,1200.0,31.66666666666667,52500.0
P2702,2.425,26.0,1200.0,32.5,52900.0
P2703,2.425,26.0,1200.0,33.33333333333334,53400.0
P2704,2.425,26.0,1200.0,34.16666666666666,54500.0
P2705,2.425,26.0,1200.0,35.0,54900.0
P2706,2.425,26.0,1266.666666666667,30.0,51100.0
P2707,2.425,26.0,1266.666666666667,30.83333333333333,51500.0
P2708,2.425,26.0,1266.666666666667,31.66666666666667,51900.0
P2709,2.425,26.0,1266.666666666667,32.5,52300.0
P2710,2.425,26.0,1266.666666666667,33.33333333333334,52800.0
P2711,2.425,26.0,1266.666666666667,34.16666666666666,53900.0
P2712,2.425,26.0,1266.666666666667,35.0,54300.0
P2713,2.425,26.0,1333.333333333333,30.0,51100.0
P2714,2.425,26.0,1333.333333333333,30.83333333333333,51500.0
P2715,2.425,26.0,1333.333333333333,31.66666666666667,51900.0
P2716,2.425,26.0,1333.333333333333,32.5,52300.0
P2717,2.425,26.0,1333.333333333333,33.33333333333334,52800.0
P2718,2.425,26.0,1333.333333333333,34.16666666666666,53900.0
P2719,2.425,26.0,1333.333333333333,35.0,54300.0
P2720,2.425,26.0,1400.0,30.0,54300.0
P2721,2.425,26.0,1400.0,30.83333333333333,54700.0
P2722,2.425,26.0,1400.0,31.66666666666667,55100.0
P2723,2.425,26.0,1400.0,32.5,55500.0
P2724,2.425,26.0,1400.0,33.33333333333334,56000.0
P2725,2.425,26.0,1400.0,34.16666666666666,57100.0
P2726,2.425,26.0,1400.0,35.0,57500.0
P2727,2.425,26.0,1466.666666666667,30.0,54300.0
P2728,2.425,26.0,1466.666666666667,30.83333333333333,54700.0
P2729,2.425,26.0,1466.666666666667,31.66666666666667,55100.0
P2730,2.425,26.0,1466.666666666667,32.5,55500.0
P2731,2.425,26.0,1466.666666666667,33.33333333333334,56000.0
P2732,2.425,26.0,1466.666666666667,34.16666666666666,57100.0
P2733,2.425,26.0,1466.666666666667,35.0,57500.0
P2734,2.425,26.0,1533.333333333333,30.0,54600.0
P2735,2.425,26.0,1533.333333333333,30.83333333333333,55000.0
P2736,2.425,26.0,1533.333333333333,31.66666666666667,55400.0
P2737,2.425,26.0,1533.333333333333,32.5,55800.0
P2738,2.425,26.0,1533.333333333333,33.33333333333334,56300.0
P2739,2.425,26.0,1533.333333333333,34.16666666666666,57400.0
P2740,2.425,26.0,1533.333333333333,35.0,57800.0
P2741,2.425,26.0,1600.0,30.0,57600.0
P2742,2.425,26.0,1600.0,30.83333333333333,58000.0
P2743,2.425,26.0,1600.0,31.66666666666667,58400.0
P2744,2.425,26.0,1600.0,32.5,58800.0
P2745,2.425,26.0,1600.0,33.33333333333334,59300.0
P2746,2.425,26.0,1600.0,34.16666666666666,60400.0
P2747,2.425,26.0,1600.0,35.0,60800.0
P2748,2.425,26.57142857142857,1200.0,30.0,51700.0
P2749,2.425,26.57142857142857,1200.0,30.83333333333333,52100.0
P2750,2.425,26.57142857142857,1200.0,31.66666666666667,52500.0
P2751,2.425,26.57142857142857,1200.0,32.5,52900.0
P2752,2.425,26.57142857142857,1200.0,33.33333333333334,53400.0
P2753,2.425,26.57142857142857,1200.0,34.16666666666666,54500.0
P2754,2.425,26.57142857142857,1200.0,35.0,54900.0
P2755,2.425,26.57142857142857,1266.666666666667,30.0,51700.0
P2756,2.425,26.57142857142857,1266.666666666667,30.83333333333333,52100.0
P2757,2.425,26.57142857142857,1266.666666666667,31.66666666666667,52500.0
P2758,2.425,26.57142857142857,1266.666666666667,32.5,52900.0
P2759,2.425,26.57142857142857,1266.666666666667,33.33333333333334,53400.0
P2760,2.425,26.57142857142857,1266.666666666667,34.16666666666666,54500.0
P2761,2.425,26.57142857142857,1266.666666666667,35.0,54900.0
P2762,2.425,26.57142857142857,1333.333333333333,30.0,51700.0
P2763,2.425,26.57142857142857,1333.333333333333,30.83333333333333,52100.0
P2764,2.425,26.57142857142857,1333.333333333333,31.66666666666667,52500.0
P2765,2.425,26.57142857142857,1333.333333333333,32.5,52900.0
P2766,2.425,26.57142857142857,1333.333333333333,33.33333333333334,53400.0
P2767,2.425,26.57142857142857,1333.333333333333,34.16666666666666,54500.0
P2768,2.425,26.57142857142857,1333.333333333333,35.0,54900.0
P2769,2.425,26.57142857142857,1400.0,30.0,55000.0
P2770,2.425,26.57142857142857,1400.0,30.83333333333333,55400.0
P2771,2.425,26.57142857142857,1400.0,31.66666666666667,55800.0
P2772,2.425,26.57142857142857,1400.0,32.5,56200.0
P2773,2.425,26.57142857142857,1400.0,33.33333333333334,56700.0
P2774,2.425,26.57142857142857,1400.0,34.16666666666666,57800.0
P2775,2.425,26.57142857142857,1400.0,35.0,58200.0
P2776,2.425,26.57142857142857,1466.666666666667,30.0,55000.0
P2777,2.425,26.57142857142857,1466.666666666667,30.83333333333333,55400.0
P2778,2.425,26.57142857142857,1466.666666666667,31.66666666666667,55800.0
P2779,2.425,26.57142857142857,1466.666666666667,32.5,56200.0
P2780,2.425,26.57142857142857,1466.666666666667,33.33333333333334,56700.0
P2781,2.425,26.57142857142857,1466.666666666667,34.16666666666666,57800.0
P2782,2.425,26.57142857142857,1466.666666666667,35.0,58200.0
P2783,2.425,26.57142857142857,1533.333333333333,30.0,55300.0
P2784,2.425,26.57142857142857,1533.333333333333,30.83333333333333,55700.0
P2785,2.425,26.57142857142857,1533.333333333333,31.66666666666667,56100.0
P2786,2.425,26.57142857142857,1533.333333333333,32.5,56500.0
P2787,2.425,26.57142857142857,1533.333333333333,33.33333333333334,57000.0
P2788,2.425,26.57142857142857,1533.333333333333,34.16666666666666,58100.0
P2789,2.425,26.57142857142857,1533.333333333333,35.0,58500.0
P2790,2.425,26.57142857142857,1600.0,30.0,58400.0
P2791,2.425,26.57142857142857,1600.0,30.83333333333333,58800.0
P2792,2.425,26.57142857142857,1600.0,31.66666666666667,59200.0
P2793,2.425,26.57142857142857,1600.0,32.5,59600.0
P2794,2.425,26.57142857142857,1600.0,33.33333333333334,60100.0
P2795,2.425,26.57142857142857,1600.0,34.16666666666666,61200.0
P2796,2.425,26.57142857142857,1600.0,35.0,61600.0
P2797,2.425,27.14285714285714,1200.0,30.0,52300.0
P2798,2.425,27.14285714285714,1200.0,30.83333333333333,52700.0
P2799,2.425,27.14285714285714,1200.0,31.66666666666667,53100.0
P2800,2.425,27.14285714285714,1200.0,32.5,53500.0
P2801,2.425,27.14285714285714,1200.0,33.33333333333334,54000.0
P2802,2.425,27.14285714285714,1200.0,34.16666666666666,55100.0
P2803,2.425,27.14285714285714,1200.0,35.0,55500.0
P2804,2.425,27.14285714285714,1266.666666666667,30.0,52300.0
P2805,2.425,27.14285714285714,1266.666666666667,30.83333333333333,52700.0
P2806,2.425,27.14285714285714,1266.666666666667,31.66666666666667,53100.0
P2807,2.425,27.14285714285714,1266.666666666667,32.5,53500.0
P2808,2.425,27.14285714285714,1266.666666666667,33.33333333333334,54000.0
P2809,2.425,27.14285714285714,1266.666666666667,34.16666666666666,55100.0
P2810,2.425,27.14285714285714,1266.666666666667,35.0,55500.0
P2811,2.425,27.14285714285714,1333.333333333333,30.0,52300.0
P2812,2.425,27.14285714285714,1333.333333333333,30.83333333333333,52700.0
P2813,2.425,27.14285714285714,1333.333333333333,31.66666666666667,53100.0
P2814,2.425,27.14285714285714,1333.333333333333,32.5,53500.0
P2815,2.425,27.14285714285714,1333.333333333333,33.33333333333334,54000.0
P2816,2.425,27.14285714285714,1333.333333333333,34.16666666666666,55100.0
P2817,2.425,27.14285714285714,1333.333333333333,35.0,55500.0
P2818,2.425,27.14285714285714,1400.0,30.0,55600.0
P2819,2.425,27.14285714285714,1400.0,30.83333333333333,56000.0
P2820,2.425,27.14285714285714,1400.0,31.66666666666667,56400.0
P2821,2.425,27.14285714285714,1400.0,32.5,56800.0
P2822,2.425,27.14285714285714,1400.0,33.33333333333334,57300.0
P2823,2.425,27.14285714285714,1400.0,34.16666666666666,58400.0
P2824,2.425,27.14285714285714,1400.0,35.0,58800.0
P2825,2.425,27.14285714285714,1466.666666666667,30.0,55600.0
P2826,2.425,27.14285714285714,1466.666666666667,30.83333333333333,56000.0
P2827,2.425,27.14285714285714,1466.666666666667,31.66666666666667,56400.0
P2828,2.425,27.14285714285714,1466.666666666667,32.5,56800.0
P2829,2.425,27.14285714285714,1466.666666666667,33.33333333333334,57300.0
P2830,2.425,27.14285714285714,1466.666666666667,34.16666666666666,58400.0
P2831,2.425,27.14285714285714,1466.666666666667,35.0,58800.0
P2832,2.425,27.14285714285714,1533.333333333333,30.0,55900.0
P2833,2.425,27.14285714285714,1533.333333333333,30.83333333333333,56300.0
P2834,2.425,27.14285714285714,1533.333333333333,31.66666666666667,60500.0
P2835,2.425,27.14285714285714,1533.333333333333,32.5,60900.0
P2836,2.425,27.14285714285714,1533.333333333333,33.33333333333334,57600.0
P2837,2.425,27.14285714285714,1533.333333333333,34.16666666666666,58700.0
P2838,2.425,27.14285714285714,1533.333333333333,35.0,59100.0
P2839,2.425,27.14285714285714,1600.0,30.0,59100.0
P2840,2.425,27.14285714285714,1600.0,30.83333333333333,59500.0
P2841,2.425,27.14285714285714,1600.0,31.66666666666667,59900.0
P2842,2.425,27.14285714285714,1600.0,32.5,60300.0
P2843,2.425,27.14285714285714,1600.0,33.33333333333334,60800.0
P2844,2.425,27.14285714285714,1600.0,34.16666666666666,61900.0
P2845,2.425,27.14285714285714,1600.0,35.0,62300.0
P2846,2.425,27.71428571428572,1200.0,30.0,52900.0
P2847,2.425,27.71428571428572,1200.0,30.83333333333333,53300.0
P2848,2.425,27.71428571428572,1200.0,31.66666666666667,53700.0
P2849,2.425,27.71428571428572,1200.0,32.5,54100.0
P2850,2.425,27.71428571428572,1200.0,33.33333333333334,54600.0
P2851,2.425,27.71428571428572,1200.0,34.16666666666666,55700.0
P2852,2.425,27.71428571428572,1200.0,35.0,56100.0
P2853,2.425,27.71428571428572,1266.666666666667,30.0,52900.0
P2854,2.425,27.71428571428572,1266.666666666667,30.83333333333333,53300.0
P2855,2.425,27.71428571428572,1266.666666666667,31.66666666666667,53700.0
P2856,2.425,27.71428571428572,1266.666666666667,32.5,54100.0
P2857,2.425,27.71428571428572,1266.666666666667,33.33333333333334,54600.0
P2858,2.425,27.71428571428572,1266.666666666667,34.16666666666666,55700.0
P2859,2.425,27.71428571428572,1266.666666666667,35.0,56100.0
P2860,2.425,27.71428571428572,1333.333333333333,30.0,52900.0
P2861,2.425,27.71428571428572,1333.333333333333,30.83333333333333,53300.0
P2862,2.425,27.71428571428572,1333.333333333333,31.66666666666667,53700.0
P2863,2.425,27.71428571428572,1333.333333333333,32.5,54100.0
P2864,2.425,27.71428571428572,1333.333333333333,33.33333333333334,54600.0
P2865,2.425,27.71428571428572,1333.333333333333,34.16666666666666,55700.0
P2866,2.425,27.71428571428572,1333.333333333333,35.0,56100.0
P2867,2.425,27.71428571428572,1400.0,30.0,56300.0
P2868,2.425,27.71428571428572,1400.0,30.83333333333333,56700.0
P2869,2.425,27.71428571428572,1400.0,31.66666666666667,57100.0
P2870,2.425,27.71428571428572,1400.0,32.5,57500.0
P2871,2.425,27.71428571428572,1400.0,33.33333333333334,58000.0
P2872,2.425,27.71428571428572,1400.0,34.16666666666666,59100.0
P2873,2.425,27.71428571428572,1400.0,35.0,59500.0
P2874,2.425,27.71428571428572,1466.666666666667,30.0,56300.0
P2875,2.425,27.71428571428572,1466.666666666667,30.83333333333333,56700.0
P2876,2.425,27.71428571428572,1466.666666666667,31.66666666666667,57100.0
P2877,2.425,27.71428571428572,1466.666666666667,32.5,57500.0
P2878,2.425,27.71428571428572,1466.666666666667,33.33333333333334,58000.0
P2879,2.425,27.71428571428572,1466.666666666667,34.16666666666666,59100.0
P2880,2.425,27.71428571428572,1466.666666666667,35.0,59500.0
P2881,2.425,27.71428571428572,1533.333333333333,30.0,56600.0
P2882,2.425,27.71428571428572,1533.333333333333,30.83333333333333,57000.0
P2883,2.425,27.71428571428572,1533.333333333333,31.66666666666667,57400.0
P2884,2.425,27.71428571428572,1533.333333333333,32.5,57800.0
P2885,2.425,27.71428571428572,1533.333333333333,33.33333333333334,58300.0
P2886,2.425,27.71428571428572,1533.333333333333,34.16666666666666,59400.0
P2887,2.425,27.71428571428572,1533.333333333333,35.0,59800.0
P2888,2.425,27.71428571428572,1600.0,30.0,59900.0
P2889,2.425,27.71428571428572,1600.0,30.83333333333333,60300.0
P2890,2.425,27.71428571428572,1600.0,31.66666666666667,60700.0
P2891,2.425,27.71428571428572,1600.0,32.5,61100.0
P2892,2.425,27.71428571428572,1600.0,33.33333333333334,61600.0
P2893,2.425,27.71428571428572,1600.0,34.16666666666666,62700.0
P2894,2.425,27.71428571428572,1600.0,35.0,63100.0
P2895,2.425,28.28571428571428,1200.0,30.0,53600.0
P2896,2.425,28.28571428571428,1200.0,30.83333333333333,54000.0
P2897,2.425,28.28571428571428,1200.0,31.66666666666667,54400.0
P2898,2.425,28.28571428571428,1200.0,32.5,54800.0
P2899,2.425,28.28571428571428,1200.0,33.33333333333334,55300.0
P2900,2.425,28.28571428571428,1200.0,34.16666666666666,56400.0
P2901,2.425,28.28571428571428,1200.0,35.0,56800.0
P2902,2.425,28.28571428571428,1266.666666666667,30.0,53600.0
P2903,2.425,28.28571428571428,1266.666666666667,30.83333333333333,54000.0
P2904,2.425,28.28571428571428,1266.666666666667,31.66666666666667,54400.0
P2905,2.425,28.28571428571428,1266.666666666667,32.5,54800.0
P2906,2.425,28.28571428571428,1266.666666666667,33.33333333333334,55300.0
P2907,2.425,28.28571428571428,1266.666666666667,34.16666666666666,56400.0
P2908,2.425,28.28571428571428,1266.666666666667,35.0,56800.0
P2909,2.425,28.28571428571428,1333.333333333333,30.0,53600.0
P2910,2.425,28.28571428571428,1333.333333333333,30.83333333333333,54000.0
P2911,2.425,28.28571428571428,1333.333333333333,31.66666666666667,54400.0
P2912,2.425,28.28571428571428,1333.333333333333,32.5,54800.0
P2913,2.425,28.28571428571428,1333.333333333333,33.33333333333334,55300.0
P2914,2.425,28.28571428571428,1333.333333333333,34.16666666666666,56400.0
P2915,2.425,28.28571428571428,1333.333333333333,35.0,60800.0
P2916,2.425,28.28571428571428,1400.0,30.0,57000.0
P2917,2.425,28.28571428571428,1400.0,30.83333333333333,57400.0
P2918,2.425,28.28571428571428,1400.0,31.66666666666667,57800.0
P2919,2.425,28.28571428571428,1400.0,32.5,58200.0
P2920,2.425,28.28571428571428,1400.0,33.33333333333334,58700.0
P2921,2.425,28.28571428571428,1400.0,34.16666666666666,59800.0
P2922,2.425,28.28571428571428,1400.0,35.0,60200.0
P2923,2.425,28.28571428571428,1466.666666666667,30.0,57000.0
P2924,2.425,28.28571428571428,1466.666666666667,30.83333333333333,57400.0
P2925,2.425,28.28571428571428,1466.666666666667,31.66666666666667,57800.0
P2926,2.425,28.28571428571428,1466.666666666667,32.5,58200.0
P2927,2.425,28.28571428571428,1466.666666666667,33.33333333333334,58700.0
P2928,2.425,28.28571428571428,1466.666666666667,34.16666666666666,59800.0
P2929,2.425,28.28571428571428,1466.666666666667,35.0,60200.0
P2930,2.425,28.28571428571428,1533.333333333333,30.0,57300.0
P2931,2.425,28.28571428571428,1533.333333333333,30.83333333333333,57700.0
P2932,2.425,28.28571428571428,1533.333333333333,31.66666666666667,58100.0
P2933,2.425,28.28571428571428,1533.333333333333,32.5,58500.0
P2934,2.425,28.28571428571428,1533.333333333333,33.33333333333334,59000.0
P2935,2.425,28.28571428571428,1533.333333333333,34.16666666666666,60100.0
P2936,2.425,28.28571428571428,1533.333333333333,35.0,60500.0
P2937,2.425,28.28571428571428,1600.0,30.0,60600.0
P2938,2.425,28.28571428571428,1600.0,30.83333333333333,61000.0
P2939,2.425,28.28571428571428,1600.0,31.66666666666667,61400.0
P2940,2.425,28.28571428571428,1600.0,32.5,61800.0
P2941,2.425,28.28571428571428,1600.0,33.33333333333334,62300.0
P2942,2.425,28.28571428571428,1600.0,34.16666666666666,63400.0
P2943,2.425,28.28571428571428,1600.0,35.0,63800.0
P2944,2.425,28.85714285714286,1200.0,30.0,54200.0
P2945,2.425,28.85714285714286,1200.0,30.83333333333333,54600.0
P2946,2.425,28.85714285714286,1200.0,31.66666666666667,55000.0
P2947,2.425,28.85714285714286,1200.0,32.5,55400.0
P2948,2.425,28.85714285714286,1200.0,33.33333333333334,55900.0
P2949,2.425,28.85714285714286,1200.0,34.16666666666666,57000.0
P2950,2.425,28.85714285714286,1200.0,35.0,57400.0
P2951,2.425,28.85714285714286,1266.666666666667,30.0,54200.0
P2952,2.425,28.85714285714286,1266.666666666667,30.83333333333333,54600.0
P2953,2.425,28.85714285714286,1266.666666666667,31.66666666666667,55000.0
P2954,2.425,28.85714285714286,1266.666666666667,32.5,55400.0
P2955,2.425,28.85714285714286,1266.666666666667,33.33333333333334,55900.0
P2956,2.425,28.85714285714286,1266.666666666667,34.16666666666666,57000.0
P2957,2.425,28.85714285714286,1266.666666666667,35.0,57400.0
P2958,2.425,28.85714285714286,1333.333333333333,30.0,54200.0
P2959,2.425,28.85714285714286,1333.333333333333,30.83333333333333,58700.0
P2960,2.425,28.85714285714286,1333.333333333333,31.66666666666667,59100.0
P2961,2.425,28.85714285714286,1333.333333333333,32.5,55400.0
P2962,2.425,28.85714285714286,1333.333333333333,33.33333333333334,55900.0
P2963,2.425,28.85714285714286,1333.333333333333,34.16666666666666,57000.0
P2964,2.425,28.85714285714286,1333.333333333333,35.0,57400.0
P2965,2.425,28.85714285714286,1400.0,30.0,57700.0
P2966,2.425,28.85714285714286,1400.0,30.83333333333333,58100.0
P2967,2.425,28.85714285714286,1400.0,31.66666666666667,58500.0
P2968,2.425,28.85714285714286,1400.0,32.5,58900.0
P2969,2.425,28.85714285714286,1400.0,33.33333333333334,59400.0
P2970,2.425,28.85714285714286,1400.0,34.16666666666666,60500.0
P2971,2.425,28.85714285714286,1400.0,35.0,60900.0
P2972,2.425,28.85714285714286,1466.666666666667,30.0,57700.0
P2973,2.425,28.85714285714286,1466.666666666667,30.83333333333333,58100.0
P2974,2.425,28.85714285714286,1466.666666666667,31.66666666666667,58500.0
P2975,2.425,28.85714285714286,1466.666666666667,32.5,58900.0
P2976,2.425,28.85714285714286,1466.666666666667,33.33333333333334,59400.0
P2977,2.425,28.85714285714286,1466.666666666667,34.16666666666666,60500.0
P2978,2.425,28.85714285714286,1466.666666666667,35.0,60900.0
P2979,2.425,28.85714285714286,1533.333333333333,30.0,58000.0
P2980,2.425,28.85714285714286,1533.333333333333,30.83333333333333,58400.0
P2981,2.425,28.85714285714286,1533.333333333333,31.66666666666667,58800.0
P2982,2.425,28.85714285714286,1533.333333333333,32.5,59200.0
P2983,2.425,28.85714285714286,1533.333333333333,33.33333333333334,59700.0
P2984,2.425,28.85714285714286,1533.333333333333,34.16666666666666,60800.0
P2985,2.425,28.85714285714286,1533.333333333333,35.0,61200.0
P2986,2.425,28.85714285714286,1600.0,30.0,61400.0
P2987,2.425,28.85714285714286,1600.0,30.83333333333333,61800.0
P2988,2.425,28.85714285714286,1600.0,31.66666666666667,62200.0
P2989,2.425,28.85714285714286,1600.0,32.5,62600.0
P2990,2.425,28.85714285714286,1600.0,33.33333333333334,63100.0
P2991,2.425,28.85714285714286,1600.0,34.16666666666666,64200.0
P2992,2.425,28.85714285714286,1600.0,35.0,64600.0
P2993,2.425,29.42857142857143,1200.0,30.0,55500.0
P2994,2.425,29.42857142857143,1200.0,30.83333333333333,55900.0
P2995,2.425,29.42857142857143,1200.0,31.66666666666667,56300.0
P2996,2.425,29.42857142857143,1200.0,32.5,56700.0
P2997,2.425,29.42857142857143,1200.0,33.33333333333334,57200.0
P2998,2.425,29.42857142857143,1200.0,34.16666666666666,58300.0
P2999,2.425,29.42857142857143,1200.0,35.0,58700.0
P3000,2.425,29.42857142857143,1266.666666666667,30.0,55500.0
P3001,2.425,29.42857142857143,1266.666666666667,30.83333333333333,55900.0
P3002,2.425,29.42857142857143,1266.666666666667,31.66666666666667,56300.0
P3003,2.425,29.42857142857143,1266.666666666667,32.5,56700.0
P3004,2.425,29.42857142857143,1266.666666666667,33.33333333333334,57200.0
P3005,2.425,29.42857142857143,1266.666666666667,34.16666666666666,58300.0
P3006,2.425,29.42857142857143,1266.666666666667,35.0,58700.0
P3007,2.425,29.42857142857143,1333.333333333333,30.0,55500.0
P3008,2.425,29.42857142857143,1333.333333333333,30.83333333333333,55900.0
P3009,2.425,29.42857142857143,1333.333333333333,31.66666666666667,56300.0
P3010,2.425,29.42857142857143,1333.333333333333,32.5,56700.0
P3011,2.425,29.42857142857143,1333.333333333333,33.33333333333334,57200.0
P3012,2.425,29.42857142857143,1333.333333333333,34.16666666666666,58300.0
P3013,2.425,29.42857142857143,1333.333333333333,35.0,58700.0
P3014,2.425,29.42857142857143,1400.0,30.0,59000.0
P3015,2.425,29.42857142857143,1400.0,30.83333333333333,59400.0
P3016,2.425,29.42857142857143,1400.0,31.66666666666667,59800.0
P3017,2.425,29.42857142857143,1400.0,32.5,60200.0
P3018,2.425,29.42857142857143,1400.0,33.33333333333334,60700.0
P3019,2.425,29.42857142857143,1400.0,34.16666666666666,61800.0
P3020,2.425,29.42857142857143,1400.0,35.0,62200.0
P3021,2.425,29.42857142857143,1466.666666666667,30.0,59000.0
P3022,2.425,29.42857142857143,1466.666666666667,30.83333333333333,59400.0
P3023,2.425,29.42857142857143,1466.666666666667,31.66666666666667,59800.0
P3024,2.425,29.42857142857143,1466.666666666667,32.5,60200.0
P3025,2.425,29.42857142857143,1466.666666666667,33.33333333333334,60700.0
P3026,2.425,29.42857142857143,1466.666666666667,34.16666666666666,61800.0
P3027,2.425,29.42857142857143,1466.666666666667,35.0,62200.0
P3028,2.425,29.42857142857143,1533.333333333333,30.0,59300.0
P3029,2.425,29.42857142857143,1533.333333333333,30.83333333333333,59700.0
P3030,2.425,29.42857142857143,1533.333333333333,31.66666666666667,60100.0
P3031,2.425,29.42857142857143,1533.333333333333,32.5,60500.0
P3032,2.425,29.42857142857143,1533.333333333333,33.33333333333334,61000.0
P3033,2.425,29.42857142857143,1533.333333333333,34.16666666666666,62100.0
P3034,2.425,29.42857142857143,1533.333333333333,35.0,62500.0
P3035,2.425,29.42857142857143,1600.0,30.0,62800.0
P3036,2.425,29.42857142857143,1600.0,30.83333333333333,63200.0
P3037,2.425,29.42857142857143,1600.0,31.66666666666667,63600.0
P3038,2.425,29.42857142857143,1600.0,32.5,64000.0
P3039,2.425,29.42857142857143,1600.0,33.33333333333334,64500.0
P3040,2.425,29.42857142857143,1600.0,34.16666666666666,65600.0
P3041,2.425,29.42857142857143,1600.0,35.0,66000.0
P3042,2.425,30.0,1200.0,30.0,56100.0
P3043,2.425,30.0,1200.0,30.83333333333333,56500.0
P3044,2.425,30.0,1200.0,31.66666666666667,56900.0
P3045,2.425,30.0,1200.0,32.5,57300.0
P3046,2.425,30.0,1200.0,33.33333333333334,57800.0
P3047,2.425,30.0,1200.0,34.16666666666666,58900.0
P3048,2.425,30.0,1200.0,35.0,59300.0
P3049,2.425,30.0,1266.666666666667,30.0,56100.0
P3050,2.425,30.0,1266.666666666667,30.83333333333333,56500.0
